Time,max(CACoordsX),min(CACoordsX)
3.86e-08,1.08544e-07,1.08282e-07
3.87e-08,1.08458e-07,1.08199e-07
3.88e-08,1.08372e-07,1.08114e-07
3.89e-08,1.0829e-07,1.08026e-07
3.9e-08,1.08208e-07,1.07943e-07
3.91e-08,1.08123e-07,1.07862e-07
3.92e-08,1.08037e-07,1.07779e-07
3.93e-08,1.07953e-07,1.07693e-07
3.94e-08,1.07871e-07,1.07605e-07
3.95e-08,1.07789e-07,1.07525e-07
3.96e-08,1.07705e-07,1.07444e-07
3.97e-08,1.07618e-07,1.07361e-07
3.98e-08,1.07536e-07,1.07275e-07
3.99e-08,1.07455e-07,1.07188e-07
4e-08,1.07372e-07,1.07109e-07
4.01e-08,1.07288e-07,1.07029e-07
4.02e-08,1.07202e-07,1.06946e-07
4.03e-08,1.07122e-07,1.0686e-07
4.04e-08,1.07041e-07,1.06775e-07
4.05e-08,1.06959e-07,1.06696e-07
4.06e-08,1.06875e-07,1.06615e-07
4.07e-08,1.0679e-07,1.06533e-07
4.08e-08,1.0671e-07,1.06447e-07
4.09e-08,1.06629e-07,1.06364e-07
4.1e-08,1.06547e-07,1.06285e-07
4.11e-08,1.06464e-07,1.06205e-07
4.12e-08,1.06379e-07,1.06122e-07
4.13e-08,1.063e-07,1.06036e-07
4.14e-08,1.0622e-07,1.05955e-07
4.15e-08,1.06138e-07,1.05877e-07
4.16e-08,1.06055e-07,1.05796e-07
4.17e-08,1.05972e-07,1.05714e-07
4.18e-08,1.05893e-07,1.05628e-07
4.19e-08,1.05813e-07,1.05548e-07
4.2e-08,1.05731e-07,1.0547e-07
4.21e-08,1.05648e-07,1.0539e-07
4.22e-08,1.05566e-07,1.05308e-07
4.23e-08,1.05488e-07,1.05223e-07
4.24e-08,1.05408e-07,1.05144e-07
4.25e-08,1.05327e-07,1.05066e-07
4.26e-08,1.05244e-07,1.04986e-07
4.27e-08,1.05163e-07,1.04904e-07
4.28e-08,1.05085e-07,1.0482e-07
4.29e-08,1.05006e-07,1.04741e-07
4.3e-08,1.04925e-07,1.04664e-07
4.31e-08,1.04843e-07,1.04585e-07
4.32e-08,1.04762e-07,1.04503e-07
4.33e-08,1.04684e-07,1.04419e-07
4.34e-08,1.04606e-07,1.04341e-07
4.35e-08,1.04525e-07,1.04264e-07
4.36e-08,1.04444e-07,1.04186e-07
4.37e-08,1.04363e-07,1.04105e-07
4.38e-08,1.04286e-07,1.04021e-07
4.39e-08,1.04208e-07,1.03943e-07
4.4e-08,1.04128e-07,1.03867e-07
4.41e-08,1.04047e-07,1.03789e-07
4.42e-08,1.03966e-07,1.03708e-07
4.43e-08,1.0389e-07,1.03625e-07
4.44e-08,1.03812e-07,1.03547e-07
4.45e-08,1.03733e-07,1.03471e-07
4.46e-08,1.03652e-07,1.03394e-07
4.47e-08,1.03572e-07,1.03314e-07
4.48e-08,1.03495e-07,1.03231e-07
4.49e-08,1.03418e-07,1.03153e-07
4.5e-08,1.03339e-07,1.03078e-07
4.51e-08,1.03259e-07,1.03001e-07
4.52e-08,1.03179e-07,1.02922e-07
4.53e-08,1.03103e-07,1.0284e-07
4.54e-08,1.03026e-07,1.02761e-07
4.55e-08,1.02948e-07,1.02686e-07
4.56e-08,1.02869e-07,1.0261e-07
4.57e-08,1.02788e-07,1.02532e-07
4.58e-08,1.02713e-07,1.02451e-07
4.59e-08,1.02637e-07,1.02371e-07
4.6e-08,1.0256e-07,1.02297e-07
4.61e-08,1.02481e-07,1.02221e-07
4.62e-08,1.024e-07,1.02144e-07
4.63e-08,1.02325e-07,1.02063e-07
4.64e-08,1.02249e-07,1.01983e-07
4.65e-08,1.02173e-07,1.0191e-07
4.66e-08,1.02094e-07,1.01835e-07
4.67e-08,1.02015e-07,1.01758e-07
4.68e-08,1.01939e-07,1.01678e-07
4.69e-08,1.01864e-07,1.01597e-07
4.7e-08,1.01788e-07,1.01524e-07
4.71e-08,1.0171e-07,1.0145e-07
4.72e-08,1.01631e-07,1.01374e-07
4.73e-08,1.01555e-07,1.01295e-07
4.74e-08,1.0148e-07,1.01214e-07
4.75e-08,1.01405e-07,1.0114e-07
4.76e-08,1.01328e-07,1.01067e-07
4.77e-08,1.0125e-07,1.00991e-07
4.78e-08,1.01172e-07,1.00914e-07
4.79e-08,1.01098e-07,1.00834e-07
4.8e-08,1.01024e-07,1.00758e-07
4.81e-08,1.00948e-07,1.00686e-07
4.82e-08,1.0087e-07,1.00611e-07
4.83e-08,1.00792e-07,1.00535e-07
4.84e-08,1.00718e-07,1.00456e-07
4.85e-08,1.00644e-07,1.00378e-07
4.86e-08,1.00569e-07,1.00306e-07
4.87e-08,1.00492e-07,1.00233e-07
4.88e-08,1.00414e-07,1.00157e-07
4.89e-08,1.0034e-07,1.0008e-07
4.9e-08,1.00267e-07,9.99995e-08
4.91e-08,1.00192e-07,9.99282e-08
4.92e-08,1.00117e-07,9.98556e-08
4.93e-08,1.00039e-07,9.97813e-08
4.94e-08,9.99635e-08,9.97048e-08
4.95e-08,9.98908e-08,9.9626e-08
4.96e-08,9.98171e-08,9.95521e-08
4.97e-08,9.97423e-08,9.94803e-08
4.98e-08,9.9666e-08,9.9407e-08
4.99e-08,9.95888e-08,9.93317e-08
5e-08,9.95166e-08,9.92542e-08
5.01e-08,9.94437e-08,9.91775e-08
5.02e-08,9.93697e-08,9.91066e-08
5.03e-08,9.92944e-08,9.90343e-08
5.04e-08,9.92174e-08,9.89602e-08
5.05e-08,9.91441e-08,9.88839e-08
5.06e-08,9.90719e-08,9.88051e-08
5.07e-08,9.89988e-08,9.87344e-08
5.08e-08,9.89244e-08,9.86631e-08
5.09e-08,9.88485e-08,9.85901e-08
5.1e-08,9.87732e-08,9.85151e-08
5.11e-08,9.87017e-08,9.84378e-08
5.12e-08,9.86294e-08,9.83637e-08
5.13e-08,9.85559e-08,9.82933e-08
5.14e-08,9.84811e-08,9.82214e-08
5.15e-08,9.84046e-08,9.81477e-08
5.16e-08,9.83331e-08,9.80719e-08
5.17e-08,9.82615e-08,9.79944e-08
5.18e-08,9.8189e-08,9.79249e-08
5.19e-08,9.81152e-08,9.78541e-08
5.2e-08,9.80398e-08,9.77817e-08
5.21e-08,9.7966e-08,9.77072e-08
5.22e-08,9.78951e-08,9.76305e-08
5.23e-08,9.78235e-08,9.75579e-08
5.24e-08,9.77507e-08,9.74881e-08
5.25e-08,9.76765e-08,9.74169e-08
5.26e-08,9.76004e-08,9.73438e-08
5.27e-08,9.75302e-08,9.72686e-08
5.28e-08,9.74593e-08,9.71922e-08
5.29e-08,9.73875e-08,9.71234e-08
5.3e-08,9.73144e-08,9.70533e-08
5.31e-08,9.72399e-08,9.69816e-08
5.32e-08,9.71667e-08,9.69079e-08
5.33e-08,9.70966e-08,9.68319e-08
5.34e-08,9.70257e-08,9.67599e-08
5.35e-08,9.69537e-08,9.66909e-08
5.36e-08,9.68803e-08,9.66204e-08
5.37e-08,9.68053e-08,9.65482e-08
5.38e-08,9.67352e-08,9.64739e-08
5.39e-08,9.66651e-08,9.63976e-08
5.4e-08,9.65941e-08,9.63296e-08
5.41e-08,9.65219e-08,9.62604e-08
5.42e-08,9.64483e-08,9.61895e-08
5.43e-08,9.63752e-08,9.61168e-08
5.44e-08,9.63059e-08,9.6042e-08
