time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N)
1.28999954e-08,-1e+300,1.48884476581e-23,3.4135093025e-25,(2.03233010592e-11 7.49980820196e-28 -3.21993144545e-13)
1.29999989764e-08,-1e+300,1.48541483306e-23,3.41584433978e-25,(2.03283600857e-11 8.72111188026e-28 -3.21067236962e-13)
1.30999938209e-08,-1e+300,1.48190772074e-23,3.4166628530499997e-25,(2.03109795964e-11 9.38339873275e-28 -3.17892188195e-13)
1.31999975369e-08,-1e+300,1.47964291897e-23,3.4203724464000002e-25,(2.03398162322e-11 8.20874726909e-28 -3.16405855794e-13)
1.32999993861e-08,-1e+300,1.47626268984e-23,3.4182769894099996e-25,(2.03457004826e-11 5.97048700904e-28 -3.15973972042e-13)
1.34000007128e-08,-1e+300,1.47281940949e-23,3.4225226729199996e-25,(2.0328891886e-11 5.37432220732e-28 -3.12925075017e-13)
1.3499999341e-08,-1e+300,1.47066270003e-23,3.42349261782e-25,(2.03581590041e-11 2.35885282026e-28 -3.11378029172e-13)
1.36000068527e-08,-1e+300,1.4671807462600002e-23,3.4248379720599996e-25,(2.03596799782e-11 1.26384722163e-28 -3.10903391013e-13)
1.36999965463e-08,-1e+300,1.46379530938e-23,3.42628975133e-25,(2.03464253395e-11 -1.01945648782e-28 -3.08045260287e-13)
1.3800003024e-08,-1e+300,1.46161399637e-23,3.4286451043399997e-25,(2.03732261768e-11 -1.84120704306e-28 -3.06334618533e-13)
1.38999977144e-08,-1e+300,1.45818148168e-23,3.42794292145e-25,(2.03750590813e-11 -2.2978045785e-28 -3.06009210658e-13)
1.3999994946e-08,-1e+300,1.45496757807e-23,3.4286902784599998e-25,(2.03639474693e-11 -2.12754092328e-28 -3.03319215407e-13)
1.4100000008e-08,-1e+300,1.4527886442e-23,3.4321798699e-25,(2.0388743485e-11 -5.66359113321e-29 -3.01470646097e-13)
1.41999993715e-08,-1e+300,1.44932761836e-23,3.4340606976199997e-25,(2.03886377859e-11 7.99138206394e-29 -3.01154436853e-13)
1.42999947898e-08,-1e+300,1.4462202078300002e-23,3.4325614978299997e-25,(2.03789944194e-11 1.73524979359e-28 -2.98547603178e-13)
1.44000057811e-08,-1e+300,1.4441022903600002e-23,3.4371636919e-25,(2.04026462791e-11 2.39062986483e-28 -2.96646241152e-13)
1.45000055212e-08,-1e+300,1.4407716223300002e-23,3.4371276527699997e-25,(2.04042041027e-11 1.88659590873e-28 -2.96496020785e-13)
1.45999952746e-08,-1e+300,1.4375616101300002e-23,3.43763951959e-25,(2.03913020712e-11 8.67961136006e-29 -2.93736565396e-13)
1.46999937135e-08,-1e+300,1.43554201767e-23,3.44109193881e-25,(2.04161903589e-11 -4.74638143573e-29 -2.91942609523e-13)
1.47999999585e-08,-1e+300,1.43232949169e-23,3.44034149919e-25,(2.04192187735e-11 -1.53891928344e-28 -2.9191408559e-13)
1.49000049188e-08,-1e+300,1.42900497284e-23,3.44003639886e-25,(2.04039609004e-11 -2.8018726031e-28 -2.89006275367e-13)
1.49999989923e-08,-1e+300,1.42707109653e-23,3.44480521463e-25,(2.0428880376e-11 -4.2726564288e-28 -2.87290803654e-13)
1.50999931652e-08,-1e+300,1.4239747812e-23,3.44584581581e-25,(2.04321297266e-11 -7.08508133842e-28 -2.87179625735e-13)
1.51999950097e-08,-1e+300,1.4206690865e-23,3.44372328584e-25,(2.0417464737e-11 -8.59661176315e-28 -2.8452337124e-13)
1.52999989508e-08,-1e+300,1.41870823255e-23,3.44784658565e-25,(2.04409547065e-11 -7.80784405081e-28 -2.82767253853e-13)
1.53999921178e-08,-1e+300,1.4157441743e-23,3.45038041105e-25,(2.04454007036e-11 -6.88695312506e-28 -2.82435488004e-13)
1.55000022844e-08,-1e+300,1.41243714867e-23,3.44962720234e-25,(2.04315132126e-11 -5.82143338767e-28 -2.80198885016e-13)
1.55999976855e-08,-1e+300,1.41033683814e-23,3.4529935113899996e-25,(2.04499031041e-11 -2.1438766504e-28 -2.78437890682e-13)
1.57000038912e-08,-1e+300,1.40762324895e-23,3.4531608015e-25,(2.04587329634e-11 1.56475653334e-28 -2.77630013423e-13)
1.58000051496e-08,-1e+300,1.40440934391e-23,3.4511259958499997e-25,(2.04486611551e-11 3.61831597985e-28 -2.76297181022e-13)
1.59000043496e-08,-1e+300,1.40218180163e-23,3.45347071569e-25,(2.04614321724e-11 6.08910869783e-28 -2.74632775085e-13)
1.6000005266e-08,-1e+300,1.39969668181e-23,3.45655588336e-25,(2.04712852317e-11 7.04645237045e-28 -2.73011682863e-13)
1.61000063464e-08,-1e+300,1.39644153802e-23,3.45460653687e-25,(2.04635827225e-11 8.25611648758e-28 -2.72301011071e-13)
1.62000061704e-08,-1e+300,1.39397153396e-23,3.45878500234e-25,(2.04672458158e-11 8.22936866222e-28 -2.70233114206e-13)
1.63000018743e-08,-1e+300,1.39183314974e-23,3.45937043526e-25,(2.04826175355e-11 8.23845504768e-28 -2.68424875756e-13)
1.6400001974e-08,-1e+300,1.38851495403e-23,3.45785995439e-25,(2.04776812434e-11 7.3154368172e-28 -2.68271703275e-13)
1.65000002785e-08,-1e+300,1.38588223726e-23,3.46134004977e-25,(2.04734339491e-11 6.82324709734e-28 -2.65887951718e-13)
1.66000067826e-08,-1e+300,1.38399163729e-23,3.46308417205e-25,(2.04921055376e-11 6.12392173706e-28 -2.64102418578e-13)
1.67000036881e-08,-1e+300,1.38089109183e-23,3.4632308194299998e-25,(2.04901057372e-11 5.44597224494e-28 -2.64046425065e-13)
1.67999970643e-08,-1e+300,1.37787388307e-23,3.4636063475e-25,(2.04778347774e-11 5.11416911328e-28 -2.61336178846e-13)
1.68999994066e-08,-1e+300,1.37622122516e-23,3.4656107152e-25,(2.0500537492e-11 3.4574921374e-28 -2.60020817421e-13)
1.69999920185e-08,-1e+300,1.37347751701e-23,3.46449015665e-25,(2.05040965165e-11 1.44281134698e-28 -2.59683719991e-13)
1.70999918278e-08,-1e+300,1.3702542723100001e-23,3.4663525615099997e-25,(2.04876934418e-11 1.48550025014e-28 -2.57212038271e-13)
1.72000071613e-08,-1e+300,1.36848686174e-23,3.46764295043e-25,(2.05074680708e-11 -3.49802181431e-29 -2.5615131605e-13)
1.7299999413e-08,-1e+300,1.36609255234e-23,3.47009377183e-25,(2.05140528802e-11 -4.77089130733e-29 -2.54684479867e-13)
1.74000057628e-08,-1e+300,1.3628879427300002e-23,3.46849336115e-25,(2.0504078227e-11 -9.06954692954e-29 -2.53841281972e-13)
1.75000020077e-08,-1e+300,1.3607431477e-23,3.47055373251e-25,(2.05113686777e-11 8.25832378976e-29 -2.52270624405e-13)
1.75999980432e-08,-1e+300,1.3587456401600002e-23,3.4730213438699997e-25,(2.05234386398e-11 1.61282709465e-28 -2.5033163759e-13)
1.77000050221e-08,-1e+300,1.355624042e-23,3.47096354654e-25,(2.0518606477e-11 3.40279687745e-28 -2.50281095291e-13)
1.78000071786e-08,-1e+300,1.3530838362e-23,3.47116694765e-25,(2.05142911136e-11 3.87829999263e-28 -2.48175904386e-13)
1.78999939854e-08,-1e+300,1.35140354398e-23,3.4746754448499996e-25,(2.05311324566e-11 5.56442993938e-28 -2.46450943953e-13)
1.80000068569e-08,-1e+300,1.3486566025800002e-23,3.4742066017599998e-25,(2.05314068379e-11 7.15968274546e-28 -2.4617786342e-13)
1.80999955931e-08,-1e+300,1.34550754603e-23,3.47528678336e-25,(2.05137651639e-11 8.69349202954e-28 -2.43431277607e-13)
1.81999956484e-08,-1e+300,1.34398366916e-23,3.47735353415e-25,(2.05358379974e-11 1.02504399212e-27 -2.42814613031e-13)
1.83000053297e-08,-1e+300,1.34169678776e-23,3.4792619356e-25,(2.05410907961e-11 1.14626179899e-27 -2.41340919795e-13)
1.83999937375e-08,-1e+300,1.3385529371e-23,3.47606024025e-25,(2.05312750487e-11 1.16832399435e-27 -2.40481519044e-13)
1.85000077666e-08,-1e+300,1.3365130026200002e-23,3.4804678417000002e-25,(2.05370249214e-11 1.3051036964e-27 -2.38859055245e-13)
1.86000063035e-08,-1e+300,1.3346971055e-23,3.48139535993e-25,(2.05494621363e-11 1.34506963595e-27 -2.37073889034e-13)
1.86999970016e-08,-1e+300,1.33177593542e-23,3.47883119552e-25,(2.05454336137e-11 1.31880207859e-27 -2.37042069051e-13)
1.88000045762e-08,-1e+300,1.3291277297100002e-23,3.47931127726e-25,(2.05378812409e-11 1.43979615354e-27 -2.34927902161e-13)
1.88999991823e-08,-1e+300,1.32759815688e-23,3.4830683045799997e-25,(2.05549802251e-11 1.44899909248e-27 -2.33721051866e-13)
1.89999995138e-08,-1e+300,1.3251490931800002e-23,3.4843710761e-25,(2.05558899585e-11 1.45645434804e-27 -2.32765506846e-13)
1.90999930695e-08,-1e+300,1.32206829146e-23,3.48254625249e-25,(2.05421800961e-11 1.56465061291e-27 -2.30883970219e-13)
1.91999916684e-08,-1e+300,1.32041992977e-23,3.4851265264199998e-25,(2.05569783221e-11 1.51143911731e-27 -2.2997826287e-13)
1.92999957395e-08,-1e+300,1.3185090086700001e-23,3.4858912683499997e-25,(2.05650755847e-11 1.51726705306e-27 -2.28230101922e-13)
1.94000042421e-08,-1e+300,1.31550859152e-23,3.48471969532e-25,(2.05576270711e-11 1.45888553829e-27 -2.27959487008e-13)
1.94999992096e-08,-1e+300,1.31324189145e-23,3.48513285044e-25,(2.05564601332e-11 1.33194175726e-27 -2.26218524459e-13)
1.96000014465e-08,-1e+300,1.31169681544e-23,3.48864488679e-25,(2.05705260837e-11 1.3203980225e-27 -2.2488263824e-13)
1.9700002143e-08,-1e+300,1.30922328992e-23,3.4886373834199997e-25,(2.05694121235e-11 1.15693045189e-27 -2.24040440297e-13)
