time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N),# Time,pressureForceX,pressureForceY,pressureForceZ,viscousForceX,viscousForceY,viscousForceZ,capillaryForceX,capillaryForceY,capillaryForceZ,Time,max(coordsX_Meniscus),min(coordsX_Meniscus)
9.68000036478e-08,-1e+300,6.47863351205e-24,1.8142850277e-25,(1.97127292732e-11 5.75133237314e-28 -2.33780197088e-15),9.68000036478e-08,0.0,0.0,-5.15733433742e-07,2.07368610169e-11,6.29598946631e-28,0.0,1.83888270316e-11,-4.3287747381899995e-25,1.847146142e-11,9.68e-08,7.15661e-08,7.0384e-08
9.69000036479e-08,-1e+300,6.47495519435e-24,1.81318685313e-25,(1.97115282506e-11 5.34238792346e-28 -2.25034986938e-15),9.69000036479e-08,0.0,0.0,-5.16169350541e-07,2.07347290892e-11,6.18957373902e-28,0.0,1.83888841411e-11,-4.20770792916e-25,1.84730488507e-11,9.69e-08,7.1514e-08,7.03341e-08
9.70000036479e-08,-1e+300,6.47144963724e-24,1.81218003582e-25,(1.97089904961e-11 5.60627784604e-28 -1.62421128622e-15),9.70000036479e-08,0.0,0.0,-5.16265989922e-07,2.07314575017e-11,6.1310278706900006e-28,0.0,1.83889473175e-11,-4.0772934937e-25,1.84747213597e-11,9.7e-08,7.14618e-08,7.02834e-08
9.71000036479e-08,-1e+300,6.46770744199e-24,1.81106725818e-25,(1.97050767004e-11 5.60851369177e-28 -8.47847256608e-16),9.71000036479e-08,0.0,0.0,-5.16329519934e-07,2.07272388788e-11,6.07687345034e-28,0.0,1.83890136728e-11,-3.9375186344099998e-25,1.84764734001e-11,9.71e-08,7.14095e-08,7.02319e-08
9.72000036479e-08,-1e+300,6.4646065528e-24,1.81024655069e-25,(1.97069120545e-11 5.64637880784e-28 -4.9297688905e-16),9.72000036479e-08,0.0,0.0,-5.16631738364e-07,2.07289117368e-11,6.015711294860001e-28,0.0,1.83890624346e-11,-3.78843474572e-25,1.84780935077e-11,9.72e-08,7.1357e-08,7.01794e-08
9.7300003648e-08,-1e+300,6.46176093276e-24,1.80944684705e-25,(1.97090154393e-11 5.60082295507e-28 -5.35681224564e-16),9.7300003648e-08,0.0,0.0,-5.16888230529e-07,2.07310440466e-11,5.94904984113e-28,0.0,1.83890786674e-11,-3.6301334173099998e-25,1.84794360838e-11,9.73e-08,7.13042e-08,7.01258e-08
9.7400003648e-08,-1e+300,6.45883172925e-24,1.8085783945e-25,(1.97101926302e-11 5.24191200764e-28 -8.98345136686e-16),9.7400003648e-08,0.0,0.0,-5.17179030242e-07,2.07318263172e-11,5.873309135250001e-28,0.0,1.83891036888e-11,-3.46285707399e-25,1.84807707548e-11,9.74e-08,7.12509e-08,7.0071e-08
9.7500003648e-08,-1e+300,6.45563948205e-24,1.80761996914e-25,(1.97103377337e-11 5.46354152543e-28 -1.24052156196e-15),9.7500003648e-08,0.0,0.0,-5.17385521285e-07,2.07317986106e-11,5.801305916650001e-28,0.0,1.83891395615e-11,-3.28692261065e-25,1.84821681962e-11,9.75e-08,7.11972e-08,7.00148e-08
9.76000036481e-08,-1e+300,6.4521630111300005e-24,1.80657929634e-25,(1.97095949357e-11 5.44909307264e-28 -1.45991198202e-15),9.76000036481e-08,0.0,0.0,-5.17520438973e-07,2.0730676651e-11,5.76978944052e-28,0.0,1.83891913123e-11,-3.10272783457e-25,1.84836809312e-11,9.76e-08,7.11453e-08,6.99635e-08
9.77000036481e-08,-1e+300,6.44855881846e-24,1.80552327017e-25,(1.97078231317e-11 5.54925791703e-28 -1.20268139943e-15),9.77000036481e-08,0.0,0.0,-5.17635621959e-07,2.07283482889e-11,5.7014403472800005e-28,0.0,1.83892508662e-11,-2.91073009149e-25,1.84852967417e-11,9.77e-08,7.10934e-08,6.99135e-08
9.78000036481e-08,-1e+300,6.44504441621e-24,1.80449842855e-25,(1.97052510038e-11 5.57973830668e-28 -5.40595384455e-16),9.78000036481e-08,0.0,0.0,-5.18336142657e-07,2.07239955337e-11,5.72583378997e-28,0.0,1.83893155428e-11,-2.71146462467e-25,1.84869866774e-11,9.78e-08,7.10414e-08,6.98627e-08
9.79000036482e-08,-1e+300,6.4414821572e-24,1.80344752042e-25,(1.97031683646e-11 5.76586056595e-28 6.55590475466e-17),9.79000036482e-08,0.0,0.0,-5.19268920872e-07,2.07202563632e-11,5.70212962344e-28,0.0,1.83893819975e-11,-2.50549937726e-25,1.84887457595e-11,9.79e-08,7.09892e-08,6.98109e-08
9.80000036482e-08,-1e+300,6.43861095102e-24,1.80271327082e-25,(1.97056884835e-11 5.49824247863e-28 2.90182780848e-16),9.80000036482e-08,0.0,0.0,-5.18997151967e-07,2.07232176306e-11,5.51268013436e-28,0.0,1.83894126361e-11,-2.2933212038e-25,1.84902099719e-11,9.8e-08,7.09368e-08,6.97582e-08
9.81000036482e-08,-1e+300,6.43580577488e-24,1.80190565358e-25,(1.97075037915e-11 5.43072288345e-28 2.65940910397e-16),9.81000036482e-08,0.0,0.0,-5.19310630283e-07,2.07247558092e-11,5.359121215690001e-28,0.0,1.83894312979e-11,-2.07561261558e-25,1.84915251057e-11,9.81e-08,7.0884e-08,6.97043e-08
9.82000036483e-08,-1e+300,6.43282460791e-24,1.80101533257e-25,(1.97082700054e-11 5.16236275191e-28 -2.32931017582e-16),9.82000036483e-08,0.0,0.0,-5.19551267212e-07,2.0725402773e-11,5.2358802645600005e-28,0.0,1.83894598523e-11,-1.85308206041e-25,1.8492866814e-11,9.82e-08,7.08308e-08,6.96492e-08
9.83000036483e-08,-1e+300,6.42959860949e-24,1.8000475071099998e-25,(1.97082642165e-11 5.21819081753e-28 -5.51046549525e-16),9.83000036483e-08,0.0,0.0,-5.19892540049e-07,2.07245602454e-11,5.16069535379e-28,0.0,1.83895018929e-11,-1.62638244272e-25,1.84942915655e-11,9.83e-08,7.07779e-08,6.95938e-08
9.84000036483e-08,-1e+300,6.42606812226e-24,1.79899053099e-25,(1.97072965325e-11 5.44496172364e-28 -6.42636705342e-16),9.84000036483e-08,0.0,0.0,-5.20191170598e-07,2.0722797214e-11,5.11140153778e-28,0.0,1.83895567699e-11,-1.39615355684e-25,1.84958312251e-11,9.84e-08,7.07262e-08,6.95444e-08
9.85000036484e-08,-1e+300,6.4225431535e-24,1.79796752441e-25,(1.97052022915e-11 5.00010162209e-28 -2.46308570031e-16),9.85000036484e-08,0.0,0.0,-5.2047228873e-07,2.07198217084e-11,5.06523466505e-28,0.0,1.83896179456e-11,-1.1630263294e-25,1.84974654441e-11,9.85e-08,7.06745e-08,6.94943e-08
9.86000036484e-08,-1e+300,6.41895931377e-24,1.79691710164e-25,(1.97019525754e-11 5.00202902211e-28 5.10277726289e-16),9.86000036484e-08,0.0,0.0,-5.20749218999e-07,2.07155922353e-11,5.023731882850001e-28,0.0,1.83896833633e-11,-9.27645372552e-26,1.84991748161e-11,9.86e-08,7.06226e-08,6.94434e-08
9.87000036484e-08,-1e+300,6.41567353494e-24,1.7960116014799998e-25,(1.97018421983e-11 4.86593613859e-28 1.09574098077e-15),9.87000036484e-08,0.0,0.0,-5.21041688912e-07,2.07150313835e-11,4.87808059334e-28,0.0,1.83897482432e-11,-6.90649985013e-26,1.85008821165e-11,9.87e-08,7.05706e-08,6.93915e-08
9.88000036485e-08,-1e+300,6.41290188981e-24,1.79525773915e-25,(1.97043278192e-11 4.9093263897e-28 1.06755747712e-15),9.88000036485e-08,0.0,0.0,-5.21396485373e-07,2.07172383994e-11,4.6608453777e-28,0.0,1.83897636352e-11,-4.52612195305e-26,1.85022391264e-11,9.88e-08,7.05182e-08,6.93386e-08
9.89000036485e-08,-1e+300,6.4101079354300005e-24,1.79444049858e-25,(1.97058894374e-11 4.45732967062e-28 8.38643198278e-16),9.89000036485e-08,0.0,0.0,-5.21766981069e-07,2.07182216872e-11,4.46357135776e-28,0.0,1.83897855751e-11,-2.14442137983e-26,1.85035499173e-11,9.89e-08,7.04655e-08,6.92845e-08
9.90000036485e-08,-1e+300,6.40710707607e-24,1.79354241554e-25,(1.97065333776e-11 4.27758332215e-28 4.47101672577e-16),9.90000036485e-08,0.0,0.0,-5.22177425511e-07,2.07179964421e-11,4.2718002009300005e-28,0.0,1.8389817197e-11,2.296416987e-27,1.85049075558e-11,9.9e-08,7.04122e-08,6.92291e-08
9.91000036486e-08,-1e+300,6.40383041562e-24,1.79255954748e-25,(1.97062134208e-11 4.21895433193e-28 1.44962230487e-16),9.91000036486e-08,0.0,0.0,-5.22496531759e-07,2.07169789097e-11,4.0076213387799994e-28,0.0,1.83898650356e-11,2.58636046586e-26,1.85063690163e-11,9.91e-08,7.03603e-08,6.91763e-08
9.92000036486e-08,-1e+300,6.40025714147e-24,1.7914887371499998e-25,(1.97050271146e-11 3.79510091532e-28 1.81375333664e-16),9.92000036486e-08,0.0,0.0,-5.22962147588e-07,2.07147712091e-11,3.8032421032299995e-28,0.0,1.838992218e-11,4.91468857109e-26,1.85079373755e-11,9.92e-08,7.03088e-08,6.91269e-08
9.93000036486e-08,-1e+300,6.3967906127200005e-24,1.79049285838e-25,(1.97023948243e-11 3.74001057146e-28 7.44086643344e-16),9.93000036486e-08,0.0,0.0,-5.23003119365e-07,2.07116774337e-11,3.57321574487e-28,0.0,1.83899841583e-11,7.202847314990001e-26,1.85095849613e-11,9.93e-08,7.02572e-08,6.90767e-08
9.94000036486e-08,-1e+300,6.39314828888e-24,1.78941770072e-25,(1.96986213964e-11 3.42705145525e-28 1.53423058488e-15),9.94000036486e-08,0.0,0.0,-5.23083900478e-07,2.07075680328e-11,3.29359118039e-28,0.0,1.83900497962e-11,9.43849925567e-26,1.85113069249e-11,9.94e-08,7.02055e-08,6.90257e-08
9.95000036487e-08,-1e+300,6.39019959132e-24,1.78864073507e-25,(1.97005858626e-11 2.99665369289e-28 1.8820018925e-15),9.95000036487e-08,0.0,0.0,-5.23385936523e-07,2.0709399154e-11,3.0493928731100003e-28,0.0,1.83900994083e-11,1.16093496109e-25,1.85128941737e-11,9.95e-08,7.01535e-08,6.89736e-08
9.96000036487e-08,-1e+300,6.38744648799e-24,1.7878726292399998e-25,(1.97026933665e-11 3.03147172504e-28 1.85315067242e-15),9.96000036487e-08,0.0,0.0,-5.23672237949e-07,2.07113341147e-11,2.80970538096e-28,0.0,1.83901154224e-11,1.3703005158e-25,1.85142116447e-11,9.96e-08,7.01013e-08,6.89205e-08
9.97000036487e-08,-1e+300,6.3846502757000005e-24,1.78704327886e-25,(1.97039004899e-11 2.87160000799e-28 1.49982542735e-15),9.97000036487e-08,0.0,0.0,-5.24034621947e-07,2.07120366589e-11,2.5995883525200003e-28,0.0,1.8390140094e-11,1.57077162072e-25,1.85155210133e-11,9.97e-08,7.00486e-08,6.88662e-08
9.98000036488e-08,-1e+300,6.38160180256e-24,1.7861282466499999e-25,(1.97041344021e-11 2.65802913759e-28 1.17209222464e-15),9.98000036488e-08,0.0,0.0,-5.24308262724e-07,2.07118030467e-11,2.34208068436e-28,0.0,1.83901759663e-11,1.76126258526e-25,1.85168937677e-11,9.98e-08,6.99956e-08,6.88106e-08
9.99000036488e-08,-1e+300,6.37827862271e-24,1.7851299814799998e-25,(1.9703467302e-11 2.41555960355e-28 8.89844088638e-16),9.99000036488e-08,0.0,0.0,-5.24583268264e-07,2.07106465747e-11,2.02299205246e-28,0.0,1.83902269766e-11,1.94080610575e-25,1.8518377559e-11,9.99e-08,6.99443e-08,6.87603e-08
1.00000003649e-07,-1e+300,6.37473322508e-24,1.78407527103e-25,(1.97018687003e-11 2.40195384542e-28 1.07736343655e-15),1.00000003649e-07,0.0,0.0,-5.24968695919e-07,2.07083333515e-11,1.68288207912e-28,0.0,1.83902855669e-11,2.10865797629e-25,1.85199598531e-11,1e-07,6.98929e-08,6.87109e-08
1.00100003649e-07,-1e+300,6.37125586711e-24,1.7830791355099998e-25,(1.96990946597e-11 2.04770284519e-28 1.72706674228e-15),1.00100003649e-07,0.0,0.0,-5.25060831494e-07,2.07048039852e-11,1.3575544000200002e-28,0.0,1.83903482246e-11,2.2642727806e-25,1.85216200112e-11,1.001e-07,6.98415e-08,6.86606e-08
1.00200003649e-07,-1e+300,6.3677490296000006e-24,1.7820615507399999e-25,(1.96963942781e-11 1.8658627658e-28 2.45317968587e-15),1.00200003649e-07,0.0,0.0,-5.25412731523e-07,2.07008759007e-11,1.03681717928e-28,0.0,1.83904135906e-11,2.40731607555e-25,1.85233477173e-11,1.002e-07,6.97899e-08,6.86094e-08
1.00300003649e-07,-1e+300,6.36501482461e-24,1.7813453233599998e-25,(1.96991549462e-11 1.54728649401e-28 2.63717570337e-15),1.00300003649e-07,0.0,0.0,-5.25721399412e-07,2.07036091714e-11,8.54339119489e-29,0.0,1.83904493952e-11,2.5376413784699998e-25,1.85248149001e-11,1.003e-07,6.97381e-08,6.85573e-08
1.00400003649e-07,-1e+300,6.36229482833e-24,1.78056883296e-25,(1.97010269119e-11 1.63845931335e-28 2.63183855672e-15),1.00400003649e-07,0.0,0.0,-5.26129324404e-07,2.07051845231e-11,6.64020596149e-29,0.0,1.83904668261e-11,2.65538240573e-25,1.85261098047e-11,1.004e-07,6.96859e-08,6.8504e-08
1.00500003649e-07,-1e+300,6.35946664445e-24,1.7797286675e-25,(1.97019239107e-11 1.43104477908e-28 2.17500899031e-15),1.00500003649e-07,0.0,0.0,-5.26363729376e-07,2.07056066535e-11,4.71296353488e-29,0.0,1.83904937882e-11,2.76089760621e-25,1.85274241883e-11,1.005e-07,6.96333e-08,6.84495e-08
1.00600003649e-07,-1e+300,6.35639932763e-24,1.77880700508e-25,(1.97019212286e-11 1.33106924538e-28 1.88285113277e-15),1.00600003649e-07,0.0,0.0,-5.26619653649e-07,2.07051703156e-11,2.6302128348e-29,0.0,1.83905340809e-11,2.85472456358e-25,1.85288178691e-11,1.006e-07,6.9581e-08,6.83946e-08
1.00700003649e-07,-1e+300,6.35303917812e-24,1.7777989523499999e-25,(1.97010151145e-11 1.21933317308e-28 1.68890973529e-15),1.00700003649e-07,0.0,0.0,-5.26878855179e-07,2.07037137958e-11,2.72706388062e-30,0.0,1.83905870861e-11,2.93752590875e-25,1.8530321828e-11,1.007e-07,6.95299e-08,6.83458e-08
1.00800003649e-07,-1e+300,6.34954861165e-24,1.7767726978499998e-25,(1.96991150348e-11 1.31521437962e-28 1.96504360518e-15),1.00800003649e-07,0.0,0.0,-5.2712328346e-07,2.07011173497e-11,-2.08640964378e-29,0.0,1.83906465576e-11,3.01008092793e-25,1.85319176741e-11,1.008e-07,6.94787e-08,6.82963e-08
1.00900003649e-07,-1e+300,6.34605178941e-24,1.77576399851e-25,(1.96962007349e-11 1.09942751231e-28 2.67183435397e-15),1.00900003649e-07,0.0,0.0,-5.27458114222e-07,2.06969644378e-11,-3.99179382862e-29,0.0,1.83907093657e-11,3.07326978208e-25,1.85335856608e-11,1.009e-07,6.94275e-08,6.8246e-08
1.01000003649e-07,-1e+300,6.34278731936e-24,1.77483154122e-25,(1.96952686269e-11 1.11825534296e-28 3.22321577557e-15),1.01000003649e-07,0.0,0.0,-5.2813728227e-07,2.06951351934e-11,-5.2927914688e-29,0.0,1.83907737573e-11,3.12803969189e-25,1.853528527e-11,1.01e-07,6.9376e-08,6.81948e-08
1.01100003649e-07,-1e+300,6.34007544544e-24,1.77411820697e-25,(1.96975334368e-11 1.28427086088e-28 3.38748143951e-15),1.01100003649e-07,0.0,0.0,-5.28006672378e-07,2.06977996352e-11,-5.61458048475e-29,0.0,1.83907975676e-11,3.17539399426e-25,1.85366631561e-11,1.011e-07,6.93243e-08,6.81425e-08
1.01200003649e-07,-1e+300,6.33735740877e-24,1.77333429945e-25,(1.96990418802e-11 1.38947971809e-28 3.2834446803e-15),1.01200003649e-07,0.0,0.0,-5.28234088628e-07,2.06992574025e-11,-5.91230117066e-29,0.0,1.83908168445e-11,3.21638641678e-25,1.85379496902e-11,1.012e-07,6.92722e-08,6.80891e-08
1.01300003649e-07,-1e+300,6.33448976478e-24,1.77247418561e-25,(1.96995186829e-11 1.41482852255e-28 2.87981800439e-15),1.01300003649e-07,0.0,0.0,-5.28381062324e-07,2.06999689034e-11,-5.84342366787e-29,0.0,1.8390845642e-11,3.25207372704e-25,1.85392724425e-11,1.013e-07,6.92197e-08,6.80345e-08
1.01400003649e-07,-1e+300,6.33139485323e-24,1.77154575792e-25,(1.96993602804e-11 1.41850794671e-28 2.62221284738e-15),1.01400003649e-07,0.0,0.0,-5.28698222471e-07,2.06990132355e-11,-5.91229085246e-29,0.0,1.83908898813e-11,3.28346466692e-25,1.8540689578e-11,1.014e-07,6.9168e-08,6.79816e-08
1.01500003649e-07,-1e+300,6.32800764684e-24,1.77053089216e-25,(1.96982265609e-11 1.48305943072e-28 2.52253851465e-15),1.01500003649e-07,0.0,0.0,-5.28922591444e-07,2.06973530421e-11,-6.15099097769e-29,0.0,1.83909442431e-11,3.31160156218e-25,1.85422126497e-11,1.015e-07,6.91171e-08,6.79328e-08
1.01600003649e-07,-1e+300,6.32457163151e-24,1.7695276499e-25,(1.9696085356e-11 1.57709329979e-28 2.86300515126e-15),1.01600003649e-07,0.0,0.0,-5.29166016123e-07,2.06944591434e-11,-6.40151231429e-29,0.0,1.8391004065e-11,3.33750266997e-25,1.85438166512e-11,1.016e-07,6.90661e-08,6.78833e-08
1.01700003649e-07,-1e+300,6.3210824557900005e-24,1.7685201275099999e-25,(1.9693268705e-11 1.43369073195e-28 3.58709139766e-15),1.01700003649e-07,0.0,0.0,-5.2976555757e-07,2.06895377318e-11,-7.143415798789998e-29,0.0,1.83910667413e-11,3.36211862887e-25,1.8545488695e-11,1.017e-07,6.9015e-08,6.78329e-08
1.01800003649e-07,-1e+300,6.31801238165e-24,1.7676836428899999e-25,(1.96936202086e-11 1.71553139626e-28 4.15209387397e-15),1.01800003649e-07,0.0,0.0,-5.30055391221e-07,2.06895433907e-11,-7.85238776872e-29,0.0,1.83911294897e-11,3.38633427632e-25,1.8547138181e-11,1.018e-07,6.89637e-08,6.77816e-08
1.01900003649e-07,-1e+300,6.31537737712e-24,1.7669640855e-25,(1.96959604877e-11 1.66020934687e-28 4.12410431395e-15),1.01900003649e-07,0.0,0.0,-5.30415279758e-07,2.06915539711e-11,-8.839440608800001e-29,0.0,1.83911436602e-11,3.41097485264e-25,1.8548453257e-11,1.019e-07,6.89121e-08,6.77293e-08
1.02000003649e-07,-1e+300,6.31269268318e-24,1.766183727e-25,(1.96974345599e-11 1.35376696413e-28 3.89444937383e-15),1.02000003649e-07,0.0,0.0,-5.30789143472e-07,2.0692468694e-11,-9.86932704675e-29,0.0,1.83911646845e-11,3.43666047267e-25,1.85497348012e-11,1.02e-07,6.88601e-08,6.76758e-08
1.0210000365e-07,-1e+300,6.30982290879e-24,1.76532360407e-25,(1.96979085496e-11 1.36019667563e-28 3.54009953793e-15),1.0210000365e-07,0.0,0.0,-5.31097822735e-07,2.06925068617e-11,-1.06673227021e-28,0.0,1.83911956106e-11,3.46387629188e-25,1.85510651112e-11,1.021e-07,6.88076e-08,6.76211e-08
1.0220000365e-07,-1e+300,6.3067286967200005e-24,1.76439584342e-25,(1.96976635313e-11 1.60348548574e-28 3.28912565352e-15),1.0220000365e-07,0.0,0.0,-5.31488361242e-07,2.06912681972e-11,-1.0898721546e-28,0.0,1.83912426235e-11,3.49301771461e-25,1.8552501049e-11,1.022e-07,6.87566e-08,6.757e-08
1.0230000365e-07,-1e+300,6.30333795921e-24,1.76337869424e-25,(1.96964633926e-11 1.33105148352e-28 3.24859098596e-15),1.0230000365e-07,0.0,0.0,-5.31883395005e-07,2.06892123972e-11,-1.12139684801e-28,0.0,1.83912978359e-11,3.5243128267799998e-25,1.85540340445e-11,1.023e-07,6.87059e-08,6.75213e-08
1.0240000365e-07,-1e+300,6.29991532648e-24,1.76238001987e-25,(1.96938525551e-11 1.19436278161e-28 3.65099778726e-15),1.0240000365e-07,0.0,0.0,-5.32008605841e-07,2.06864789367e-11,-1.20576435626e-28,0.0,1.8391357617e-11,3.55785543603e-25,1.8555642425e-11,1.024e-07,6.86551e-08,6.74718e-08
1.0250000365e-07,-1e+300,6.29637095088e-24,1.7613550460499998e-25,(1.96904132219e-11 8.89286856882e-29 4.47224124737e-15),1.0250000365e-07,0.0,0.0,-5.32065442925e-07,2.06822475497e-11,-1.29490100772e-28,0.0,1.83914197193e-11,3.5936108781000003e-25,1.8557318112e-11,1.025e-07,6.86041e-08,6.74214e-08
1.0260000365e-07,-1e+300,6.29353071572e-24,1.76060318479e-25,(1.96920280827e-11 8.325838009e-29 4.8784679173e-15),1.0260000365e-07,0.0,0.0,-5.32357039768e-07,2.06837420303e-11,-1.58488156635e-28,0.0,1.83914729344e-11,3.63146202135e-25,1.8558889553e-11,1.026e-07,6.8553e-08,6.73701e-08
1.0270000365e-07,-1e+300,6.29089938321e-24,1.75987124309e-25,(1.96940107212e-11 3.26854545313e-29 4.87469392107e-15),1.0270000365e-07,0.0,0.0,-5.3260086565e-07,2.06857813496e-11,-1.9055833259599998e-28,0.0,1.83914870559e-11,3.6712124864899998e-25,1.85601807997e-11,1.027e-07,6.85015e-08,6.73177e-08
1.0280000365e-07,-1e+300,6.28820964097e-24,1.75908200681e-25,(1.96951385821e-11 -5.65872712603e-30 4.58064035534e-15),1.0280000365e-07,0.0,0.0,-5.3283528226e-07,2.06867740907e-11,-2.2242537797900003e-28,0.0,1.83915092985e-11,3.71228372413e-25,1.85614597079e-11,1.028e-07,6.84496e-08,6.72642e-08
1.0290000365e-07,-1e+300,6.28533454109e-24,1.7582186972e-25,(1.96953764016e-11 -3.59042127931e-30 4.28250082028e-15),1.0290000365e-07,0.0,0.0,-5.33065398769e-07,2.06866970713e-11,-2.57402644888e-28,0.0,1.83915427858e-11,3.75410229774e-25,1.85627985138e-11,1.029e-07,6.83973e-08,6.72093e-08
1.0300000365e-07,-1e+300,6.28220898373e-24,1.7572804440499998e-25,(1.96947982443e-11 -3.43575565692e-29 4.06326981078e-15),1.0300000365e-07,0.0,0.0,-5.33305304832e-07,2.06856183141e-11,-2.8970808858800003e-28,0.0,1.83915909244e-11,3.7960469856e-25,1.85642449747e-11,1.03e-07,6.83468e-08,6.716e-08
1.0310000365e-07,-1e+300,6.27880081251e-24,1.75625827533e-25,(1.96933766257e-11 -9.02476987983e-29 4.08216518241e-15),1.0310000365e-07,0.0,0.0,-5.33648561449e-07,2.06834856279e-11,-3.22051134409e-28,0.0,1.83916465085e-11,3.83742379826e-25,1.85657830265e-11,1.031e-07,6.82962e-08,6.71112e-08
1.0320000365e-07,-1e+300,6.27552164161e-24,1.75530982118e-25,(1.96912670652e-11 -1.17783895363e-28 4.47516420011e-15),1.0320000365e-07,0.0,0.0,-5.34291074504e-07,2.06795914807e-11,-3.59307090277e-28,0.0,1.839170625e-11,3.87751410967e-25,1.85673936485e-11,1.032e-07,6.82456e-08,6.70617e-08
1.0330000365e-07,-1e+300,6.27194329394e-24,1.75427459013e-25,(1.96876655402e-11 -1.55032271404e-28 5.31800079327e-15),1.0330000365e-07,0.0,0.0,-5.34356634116e-07,2.06751183328e-11,-3.9819453055299994e-28,0.0,1.83917676761e-11,3.9155974954e-25,1.8569069884e-11,1.033e-07,6.81948e-08,6.70114e-08
1.0340000365e-07,-1e+300,6.2692980366000006e-24,1.75359151081e-25,(1.96903596175e-11 -1.61691279386e-28 5.59507282022e-15),1.0340000365e-07,0.0,0.0,-5.3468638095e-07,2.06777156798e-11,-4.41251636367e-28,0.0,1.83918128324e-11,3.95105296149e-25,1.85705694322e-11,1.034e-07,6.81438e-08,6.69601e-08
1.0350000365e-07,-1e+300,6.26670930248e-24,1.75286596566e-25,(1.96923343308e-11 -2.22076103865e-28 5.5927212655e-15),1.0350000365e-07,0.0,0.0,-5.35044912956e-07,2.06792948092e-11,-4.79768608143e-28,0.0,1.83918272206e-11,3.98321169698e-25,1.85718429395e-11,1.035e-07,6.80924e-08,6.69077e-08
1.0360000365e-07,-1e+300,6.26405696517e-24,1.75208586909e-25,(1.96935331679e-11 -2.1598564023e-28 5.22616530471e-15),1.0360000365e-07,0.0,0.0,-5.354727987e-07,2.06796379767e-11,-5.0938560544600005e-28,0.0,1.83918503393e-11,4.0113736053399997e-25,1.857311984e-11,1.036e-07,6.80406e-08,6.68541e-08
1.0370000365e-07,-1e+300,6.26119898106e-24,1.75122785629e-25,(1.9693754395e-11 -2.86133124275e-28 4.94394300361e-15),1.0370000365e-07,0.0,0.0,-5.35796432629e-07,2.06792771573e-11,-5.45662625483e-28,0.0,1.83918860368e-11,4.03496598281e-25,1.85744665316e-11,1.037e-07,6.79888e-08,6.67993e-08
1.0380000365e-07,-1e+300,6.25808623484e-24,1.75029415212e-25,(1.96931602586e-11 -2.9723524945e-28 4.72989821293e-15),1.0380000365e-07,0.0,0.0,-5.36127355068e-07,2.06778760768e-11,-5.85565960728e-28,0.0,1.83919348986e-11,4.05350423568e-25,1.85759199695e-11,1.038e-07,6.79385e-08,6.67514e-08
1.0390000365e-07,-1e+300,6.25469202302e-24,1.74927974201e-25,(1.96917041305e-11 -3.29584599362e-28 4.79673612375e-15),1.0390000365e-07,0.0,0.0,-5.3643975491e-07,2.06754673912e-11,-6.21970437263e-28,0.0,1.83919905414e-11,4.0665899760799997e-25,1.85774592775e-11,1.039e-07,6.78881e-08,6.67027e-08
1.0400000365e-07,-1e+300,6.2513211948400005e-24,1.74830450474e-25,(1.96886433969e-11 -3.65689211396e-28 5.2901720116e-15),1.0400000365e-07,0.0,0.0,-5.36378794286e-07,2.06727114281e-11,-6.5553669025400005e-28,0.0,1.83920496486e-11,4.07392527031e-25,1.85790696003e-11,1.04e-07,6.78377e-08,6.66532e-08
1.0410000365e-07,-1e+300,6.24787888116e-24,1.7473197173e-25,(1.96858736499e-11 -4.09959184033e-28 6.07766224995e-15),1.0410000365e-07,0.0,0.0,-5.36644626108e-07,2.06691304991e-11,-6.88840561275e-28,0.0,1.83921101757e-11,4.0753178395e-25,1.85807402892e-11,1.041e-07,6.7787e-08,6.66029e-08
1.0420000365e-07,-1e+300,6.24530192689e-24,1.74664761301e-25,(1.96884806894e-11 -4.34049760859e-28 6.30995426699e-15),1.0420000365e-07,0.0,0.0,-5.36898995298e-07,2.06718584682e-11,-7.14120635003e-28,0.0,1.83921487506e-11,4.07072327268e-25,1.85821800575e-11,1.042e-07,6.77362e-08,6.65516e-08
1.0430000365e-07,-1e+300,6.24271721638e-24,1.74591599093e-25,(1.96901776096e-11 -4.18659349319e-28 6.32853964369e-15),1.0430000365e-07,0.0,0.0,-5.3715585158e-07,2.06735526494e-11,-7.385933535670001e-28,0.0,1.83921632879e-11,4.0601148469e-25,1.85834407088e-11,1.043e-07,6.76849e-08,6.64992e-08
1.0440000365e-07,-1e+300,6.24005626139e-24,1.74513014874e-25,(1.96911127057e-11 -4.66330730064e-28 5.93794058841e-15),1.0440000365e-07,0.0,0.0,-5.37462055586e-07,2.06739825611e-11,-7.598261414750001e-28,0.0,1.83921868798e-11,4.04360071902e-25,1.85847154207e-11,1.044e-07,6.76333e-08,6.64456e-08
1.0450000365e-07,-1e+300,6.23718415553e-24,1.74426662281e-25,(1.96910482331e-11 -4.96020614058e-28 5.6887624251e-15),1.0450000365e-07,0.0,0.0,-5.37626508109e-07,2.06738612863e-11,-7.81161096078e-28,0.0,1.83922242436e-11,4.02135964917e-25,1.85860688278e-11,1.045e-07,6.75819e-08,6.63921e-08
1.0460000365e-07,-1e+300,6.23406672297e-24,1.74333117035e-25,(1.96902467902e-11 -5.04166140197e-28 5.50310272293e-15),1.0460000365e-07,0.0,0.0,-5.37862775225e-07,2.06725223869e-11,-8.003695730770001e-28,0.0,1.83922733795e-11,3.9936355925e-25,1.8587526044e-11,1.046e-07,6.75318e-08,6.63442e-08
