Time,max(CACoordsX),min(CACoordsX)
4.06e-08,1.06903e-07,1.06659e-07
4.07e-08,1.06819e-07,1.06576e-07
4.08e-08,1.06737e-07,1.06494e-07
4.09e-08,1.06655e-07,1.0641e-07
4.1e-08,1.06572e-07,1.06329e-07
4.11e-08,1.0649e-07,1.06246e-07
4.12e-08,1.06406e-07,1.06163e-07
4.13e-08,1.06325e-07,1.06082e-07
4.14e-08,1.06243e-07,1.05998e-07
4.15e-08,1.0616e-07,1.05917e-07
4.16e-08,1.06079e-07,1.05835e-07
4.17e-08,1.05996e-07,1.05753e-07
4.18e-08,1.05915e-07,1.05671e-07
4.19e-08,1.05833e-07,1.05588e-07
4.2e-08,1.05751e-07,1.05508e-07
4.21e-08,1.0567e-07,1.05425e-07
4.22e-08,1.05588e-07,1.05345e-07
4.23e-08,1.05507e-07,1.05263e-07
4.24e-08,1.05425e-07,1.05181e-07
4.25e-08,1.05345e-07,1.05101e-07
4.26e-08,1.05264e-07,1.05019e-07
4.27e-08,1.05182e-07,1.04939e-07
4.28e-08,1.05102e-07,1.04858e-07
4.29e-08,1.0502e-07,1.04776e-07
4.3e-08,1.0494e-07,1.04696e-07
4.31e-08,1.04859e-07,1.04614e-07
4.32e-08,1.04778e-07,1.04535e-07
4.33e-08,1.04699e-07,1.04454e-07
4.34e-08,1.04617e-07,1.04373e-07
4.35e-08,1.04538e-07,1.04294e-07
4.36e-08,1.04457e-07,1.04212e-07
4.37e-08,1.04377e-07,1.04133e-07
4.38e-08,1.04297e-07,1.04053e-07
4.39e-08,1.04216e-07,1.03972e-07
4.4e-08,1.04137e-07,1.03893e-07
4.41e-08,1.04057e-07,1.03812e-07
4.42e-08,1.03977e-07,1.03733e-07
4.43e-08,1.03898e-07,1.03653e-07
4.44e-08,1.03818e-07,1.03573e-07
4.45e-08,1.03739e-07,1.03495e-07
4.46e-08,1.0366e-07,1.03414e-07
4.47e-08,1.0358e-07,1.03336e-07
4.48e-08,1.03501e-07,1.03256e-07
4.49e-08,1.03421e-07,1.03176e-07
4.5e-08,1.03343e-07,1.03098e-07
4.51e-08,1.03264e-07,1.03018e-07
4.52e-08,1.03184e-07,1.0294e-07
4.53e-08,1.03106e-07,1.02861e-07
4.54e-08,1.03027e-07,1.02782e-07
4.55e-08,1.02949e-07,1.02704e-07
4.56e-08,1.0287e-07,1.02625e-07
4.57e-08,1.02791e-07,1.02547e-07
4.58e-08,1.02713e-07,1.02468e-07
4.59e-08,1.02635e-07,1.02389e-07
4.6e-08,1.02556e-07,1.02312e-07
4.61e-08,1.02479e-07,1.02233e-07
4.62e-08,1.02399e-07,1.02155e-07
4.63e-08,1.02322e-07,1.02078e-07
4.64e-08,1.02244e-07,1.01998e-07
