time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N)
1.25000066416e-08,-1e+300,1.5283208005600002e-23,3.3811558913099996e-25,(1.98093009789e-11 1.17200832865e-28 -2.97951786242e-13)
1.25999974583e-08,-1e+300,1.52393085927e-23,3.38367185743e-25,(1.98138335456e-11 4.49925786698e-28 -2.96303640595e-13)
1.26999984833e-08,-1e+300,1.52133930237e-23,3.38569787574e-25,(1.9827678288e-11 6.27921867364e-28 -2.96673858005e-13)
1.28000061215e-08,-1e+300,1.51715374077e-23,3.38682353779e-25,(1.98177932587e-11 7.42721295611e-28 -2.92341336212e-13)
1.28999981839e-08,-1e+300,1.5130743989e-23,3.38815292561e-25,(1.98278353443e-11 7.59839760352e-28 -2.9158695041e-13)
1.30000020295e-08,-1e+300,1.5105201125000002e-23,3.3899117386199997e-25,(1.98390767226e-11 7.05754433458e-28 -2.91682425951e-13)
1.31000070171e-08,-1e+300,1.50626577505e-23,3.3909231728099997e-25,(1.98270374325e-11 5.58635613459e-28 -2.86945287364e-13)
1.32000009383e-08,-1e+300,1.5024630341700002e-23,3.39038669381e-25,(1.98419405874e-11 3.44807314724e-28 -2.86974691149e-13)
1.32999975521e-08,-1e+300,1.49983188455e-23,3.3942781549e-25,(1.98494551182e-11 1.39258200649e-28 -2.86764391913e-13)
1.33999927758e-08,-1e+300,1.49568583981e-23,3.39424057552e-25,(1.98370810507e-11 -9.1305433578e-29 -2.81957014712e-13)
1.34999953571e-08,-1e+300,1.49212054167e-23,3.39578469045e-25,(1.98524923682e-11 -2.29198437937e-28 -2.82337265735e-13)
1.35999965902e-08,-1e+300,1.48961279738e-23,3.39800597113e-25,(1.98598790541e-11 -2.74227760128e-28 -2.82117517808e-13)
1.3699997858e-08,-1e+300,1.48545652296e-23,3.3989750437e-25,(1.98458431376e-11 -4.29492482068e-28 -2.77169872742e-13)
1.37999953878e-08,-1e+300,1.48201791055e-23,3.39920488218e-25,(1.98632911353e-11 -3.13910962295e-28 -2.77898764176e-13)
