Time,max(coordsX),min(coordsX)
4.79999e-09,1.57277e-07,1.57012e-07
4.89999e-09,1.57219e-07,1.56954e-07
5e-09,1.5716e-07,1.56897e-07
5.09999e-09,1.57102e-07,1.56839e-07
5.19999e-09,1.57044e-07,1.56781e-07
5.3e-09,1.56985e-07,1.56723e-07
5.4e-09,1.56927e-07,1.56666e-07
5.50001e-09,1.56869e-07,1.56607e-07
5.59999e-09,1.56811e-07,1.5655e-07
5.7e-09,1.56753e-07,1.56492e-07
5.79999e-09,1.56695e-07,1.56434e-07
5.9e-09,1.56637e-07,1.56375e-07
6e-09,1.56578e-07,1.56316e-07
6.1e-09,1.5652e-07,1.56258e-07
6.2e-09,1.56462e-07,1.56199e-07
6.3e-09,1.56404e-07,1.5614e-07
6.4e-09,1.56347e-07,1.56081e-07
6.5e-09,1.56289e-07,1.56022e-07
6.59999e-09,1.56231e-07,1.55963e-07
6.7e-09,1.56173e-07,1.55905e-07
6.8e-09,1.56116e-07,1.55846e-07
6.9e-09,1.56059e-07,1.55787e-07
7e-09,1.56001e-07,1.5573e-07
7.1e-09,1.55944e-07,1.55672e-07
7.2e-09,1.55887e-07,1.55613e-07
7.3e-09,1.5583e-07,1.55556e-07
7.4e-09,1.55774e-07,1.555e-07
7.5e-09,1.55717e-07,1.55442e-07
7.6e-09,1.5566e-07,1.55385e-07
7.7e-09,1.55604e-07,1.55329e-07
7.8e-09,1.55547e-07,1.55273e-07
7.9e-09,1.55491e-07,1.55216e-07
8e-09,1.55435e-07,1.55161e-07
8.1e-09,1.55379e-07,1.55105e-07
8.2e-09,1.55323e-07,1.5505e-07
8.3e-09,1.55267e-07,1.54994e-07
8.4e-09,1.55212e-07,1.54939e-07
8.5e-09,1.55156e-07,1.54884e-07
8.6e-09,1.551e-07,1.54829e-07
8.70001e-09,1.55045e-07,1.54773e-07
8.80001e-09,1.54989e-07,1.54719e-07
8.9e-09,1.54934e-07,1.54664e-07
9e-09,1.54878e-07,1.54608e-07
9.1e-09,1.54823e-07,1.54554e-07
9.20001e-09,1.54767e-07,1.54499e-07
9.29999e-09,1.54712e-07,1.54444e-07
9.4e-09,1.54656e-07,1.54388e-07
9.50001e-09,1.546e-07,1.54333e-07
9.60001e-09,1.54545e-07,1.54278e-07
9.69999e-09,1.54489e-07,1.54223e-07
9.8e-09,1.54433e-07,1.54167e-07
9.9e-09,1.54378e-07,1.54112e-07
1e-08,1.54322e-07,1.54056e-07
1.01e-08,1.54266e-07,1.54e-07
1.02e-08,1.5421e-07,1.53945e-07
1.03e-08,1.54155e-07,1.53889e-07
1.04e-08,1.54099e-07,1.53833e-07
1.05e-08,1.54043e-07,1.53777e-07
1.06e-08,1.53988e-07,1.53722e-07
1.07e-08,1.53932e-07,1.53666e-07
1.08e-08,1.53876e-07,1.5361e-07
1.09e-08,1.53821e-07,1.53555e-07
1.1e-08,1.53765e-07,1.53499e-07
1.11e-08,1.5371e-07,1.53443e-07
1.12e-08,1.53654e-07,1.53387e-07
1.13e-08,1.53599e-07,1.53332e-07
1.14e-08,1.53544e-07,1.53277e-07
1.15e-08,1.53489e-07,1.53221e-07
1.16e-08,1.53434e-07,1.53166e-07
1.17e-08,1.53379e-07,1.53111e-07
1.18e-08,1.53325e-07,1.53056e-07
1.19e-08,1.5327e-07,1.53001e-07
1.2e-08,1.53216e-07,1.52947e-07
1.21e-08,1.53161e-07,1.52893e-07
1.22e-08,1.53108e-07,1.52838e-07
1.23e-08,1.53054e-07,1.52784e-07
1.24e-08,1.53e-07,1.5273e-07
1.25e-08,1.52946e-07,1.52677e-07
1.26e-08,1.52892e-07,1.52622e-07
1.27e-08,1.52839e-07,1.52568e-07
1.28e-08,1.52785e-07,1.52515e-07
1.29e-08,1.52731e-07,1.52461e-07
1.3e-08,1.52678e-07,1.52407e-07
1.31e-08,1.52624e-07,1.52354e-07
1.32e-08,1.52571e-07,1.52301e-07
1.33e-08,1.52518e-07,1.52247e-07
1.34e-08,1.52465e-07,1.52194e-07
1.35e-08,1.52412e-07,1.52141e-07
1.36e-08,1.5236e-07,1.52089e-07
1.37e-08,1.52307e-07,1.52036e-07
1.38e-08,1.52255e-07,1.51983e-07
1.39e-08,1.52203e-07,1.51931e-07
1.4e-08,1.52151e-07,1.51879e-07
1.41e-08,1.52099e-07,1.51827e-07
1.42e-08,1.52047e-07,1.51775e-07
1.43e-08,1.51996e-07,1.51723e-07
1.44e-08,1.51945e-07,1.51672e-07
1.45e-08,1.51894e-07,1.5162e-07
1.46e-08,1.51843e-07,1.51569e-07
1.47e-08,1.51792e-07,1.51518e-07
1.48e-08,1.51741e-07,1.51468e-07
1.49e-08,1.51691e-07,1.51417e-07
1.5e-08,1.51641e-07,1.51366e-07
1.51e-08,1.51591e-07,1.51316e-07
1.52e-08,1.51541e-07,1.51266e-07
1.53e-08,1.51492e-07,1.51216e-07
1.54e-08,1.51443e-07,1.51166e-07
1.55e-08,1.51394e-07,1.51117e-07
1.56e-08,1.51345e-07,1.51068e-07
1.57e-08,1.51296e-07,1.51018e-07
1.58e-08,1.51248e-07,1.50969e-07
1.59e-08,1.51199e-07,1.50921e-07
1.6e-08,1.51151e-07,1.50872e-07
1.61e-08,1.51102e-07,1.50823e-07
1.62e-08,1.51054e-07,1.50774e-07
1.63e-08,1.51006e-07,1.50726e-07
1.64e-08,1.50957e-07,1.50677e-07
1.65e-08,1.50909e-07,1.50628e-07
1.66e-08,1.50861e-07,1.50579e-07
1.67e-08,1.50813e-07,1.50532e-07
1.68e-08,1.50765e-07,1.50484e-07
