Time,max(CACoordsX),min(CACoordsX)
5.76e-08,9.57387e-08,9.5419e-08
5.77e-08,9.56681e-08,9.53496e-08
5.78e-08,9.55961e-08,9.52786e-08
5.79e-08,9.55291e-08,9.52054e-08
5.8e-08,9.54616e-08,9.51391e-08
5.81e-08,9.53933e-08,9.50725e-08
5.82e-08,9.53241e-08,9.50047e-08
5.83e-08,9.52536e-08,9.49354e-08
5.84e-08,9.51828e-08,9.48642e-08
5.85e-08,9.51161e-08,9.47921e-08
5.86e-08,9.50488e-08,9.47267e-08
5.87e-08,9.49807e-08,9.46602e-08
5.88e-08,9.49115e-08,9.45924e-08
5.89e-08,9.48412e-08,9.45231e-08
5.9e-08,9.47715e-08,9.44519e-08
5.91e-08,9.4705e-08,9.43813e-08
5.92e-08,9.46379e-08,9.43161e-08
5.93e-08,9.45699e-08,9.42497e-08
5.94e-08,9.4501e-08,9.4182e-08
5.95e-08,9.44307e-08,9.41128e-08
5.96e-08,9.43621e-08,9.40417e-08
5.97e-08,9.42958e-08,9.39725e-08
5.98e-08,9.4229e-08,9.39073e-08
5.99e-08,9.41612e-08,9.38411e-08
6e-08,9.40924e-08,9.37736e-08
6.01e-08,9.40223e-08,9.37044e-08
6.02e-08,9.39545e-08,9.36334e-08
6.03e-08,9.38885e-08,9.35654e-08
