Time,max(CACoordsX),min(CACoordsX),max(Result),min(Result),max(coordsX),min(coordsX)
8.08e-08,7.95001e-08,7.9212e-08,596846.0,-34311500.0,8.0377e-08,7.9212e-08
8.09e-08,7.94437e-08,7.91562e-08,597535.0,-34309600.0,8.032e-08,7.91562e-08
8.1e-08,7.93864e-08,7.91012e-08,603067.0,-34298500.0,8.0263e-08,7.91012e-08
8.11e-08,7.93283e-08,7.90452e-08,605085.0,-34328500.0,8.02058e-08,7.90452e-08
8.12e-08,7.92692e-08,7.89881e-08,604960.0,-34293900.0,8.01484e-08,7.89881e-08
8.13e-08,7.92089e-08,7.89297e-08,599995.0,-34300900.0,8.00907e-08,7.89297e-08
8.14e-08,7.91526e-08,7.88699e-08,595699.0,-34305000.0,8.00324e-08,7.88699e-08
8.15e-08,7.9097e-08,7.88084e-08,600545.0,-34306100.0,7.99745e-08,7.88084e-08
8.16e-08,7.90407e-08,7.87533e-08,602762.0,-34300600.0,7.99178e-08,7.87533e-08
8.17e-08,7.89837e-08,7.86985e-08,604298.0,-34296800.0,7.9861e-08,7.86985e-08
8.18e-08,7.89258e-08,7.86427e-08,601727.0,-34334600.0,7.98041e-08,7.86427e-08
8.19e-08,7.88669e-08,7.85857e-08,603238.0,-34299900.0,7.97469e-08,7.85857e-08
8.2e-08,7.88068e-08,7.85275e-08,595893.0,-34311000.0,7.96894e-08,7.85275e-08
8.21e-08,7.8751e-08,7.84679e-08,587219.0,-34320900.0,7.96313e-08,7.84679e-08
8.22e-08,7.86956e-08,7.84067e-08,586359.0,-34325500.0,7.95737e-08,7.84067e-08
8.23e-08,7.86395e-08,7.8352e-08,586473.0,-34332800.0,7.95172e-08,7.8352e-08
8.24e-08,7.85827e-08,7.82974e-08,592786.0,-34320500.0,7.94607e-08,7.82974e-08
8.25e-08,7.8525e-08,7.82418e-08,602311.0,-34264200.0,7.9404e-08,7.82418e-08
8.26e-08,7.84663e-08,7.81851e-08,597574.0,-34310700.0,7.93471e-08,7.81851e-08
8.27e-08,7.84065e-08,7.81272e-08,592336.0,-34316000.0,7.92898e-08,7.81272e-08
8.28e-08,7.83509e-08,7.80678e-08,593661.0,-34313400.0,7.9232e-08,7.80678e-08
8.29e-08,7.82958e-08,7.80068e-08,598448.0,-34312300.0,7.91746e-08,7.80068e-08
8.3e-08,7.82399e-08,7.79524e-08,602228.0,-34303700.0,7.91183e-08,7.79524e-08
8.31e-08,7.81834e-08,7.7898e-08,600508.0,-34306400.0,7.9062e-08,7.7898e-08
8.32e-08,7.8126e-08,7.78426e-08,592821.0,-34360900.0,7.90056e-08,7.78426e-08
8.33e-08,7.80675e-08,7.77862e-08,596538.0,-34318000.0,7.89489e-08,7.77862e-08
8.34e-08,7.8008e-08,7.77285e-08,588716.0,-34325700.0,7.88919e-08,7.77285e-08
8.35e-08,7.79525e-08,7.76694e-08,585713.0,-34326200.0,7.88343e-08,7.76694e-08
8.36e-08,7.78976e-08,7.76087e-08,584252.0,-34333000.0,7.87771e-08,7.76087e-08
8.37e-08,7.7842e-08,7.75542e-08,586041.0,-34335800.0,7.87211e-08,7.75542e-08
8.38e-08,7.77857e-08,7.75001e-08,587862.0,-34333100.0,7.8665e-08,7.75001e-08
8.39e-08,7.77286e-08,7.74451e-08,595031.0,-34273900.0,7.86088e-08,7.74451e-08
8.4e-08,7.76704e-08,7.73889e-08,591252.0,-34330100.0,7.85524e-08,7.73889e-08
8.41e-08,7.76112e-08,7.73315e-08,590513.0,-34330200.0,7.84956e-08,7.73315e-08
8.42e-08,7.75557e-08,7.72727e-08,580303.0,-34343200.0,7.84383e-08,7.72727e-08
8.43e-08,7.7501e-08,7.72124e-08,578871.0,-34346300.0,7.83812e-08,7.72124e-08
8.44e-08,7.74457e-08,7.71577e-08,580440.0,-34347400.0,7.83254e-08,7.71577e-08
8.45e-08,7.73897e-08,7.71038e-08,581703.0,-34345900.0,7.82696e-08,7.71038e-08
8.46e-08,7.73328e-08,7.70491e-08,579732.0,-34343900.0,7.82137e-08,7.70491e-08
8.47e-08,7.7275e-08,7.69932e-08,576803.0,-34352200.0,7.81575e-08,7.69932e-08
8.48e-08,7.72161e-08,7.69362e-08,570395.0,-34360300.0,7.8101e-08,7.69362e-08
8.49e-08,7.71603e-08,7.68777e-08,562000.0,-34368300.0,7.8044e-08,7.68777e-08
8.5e-08,7.71059e-08,7.68178e-08,564525.0,-34373200.0,7.7987e-08,7.68178e-08
8.51e-08,7.70509e-08,7.67626e-08,564611.0,-34378600.0,7.79314e-08,7.67626e-08
8.52e-08,7.69952e-08,7.67091e-08,565644.0,-34379200.0,7.78758e-08,7.67091e-08
8.53e-08,7.69387e-08,7.66546e-08,577269.0,-34353800.0,7.78201e-08,7.66546e-08
8.54e-08,7.68812e-08,7.65991e-08,576238.0,-34359400.0,7.77642e-08,7.65991e-08
8.55e-08,7.68227e-08,7.65424e-08,573829.0,-34361400.0,7.7708e-08,7.65424e-08
8.56e-08,7.67666e-08,7.64844e-08,568760.0,-34360300.0,7.76513e-08,7.64844e-08
8.57e-08,7.67124e-08,7.64249e-08,575467.0,-34353900.0,7.75942e-08,7.64249e-08
8.58e-08,7.66577e-08,7.6369e-08,579340.0,-34351200.0,7.75389e-08,7.6369e-08
8.59e-08,7.66024e-08,7.63158e-08,581742.0,-34348500.0,7.74836e-08,7.63158e-08
8.6e-08,7.65462e-08,7.62617e-08,574665.0,-34363500.0,7.74281e-08,7.62617e-08
8.61e-08,7.6489e-08,7.62066e-08,575798.0,-34364900.0,7.73725e-08,7.62066e-08
8.62e-08,7.64309e-08,7.61503e-08,572919.0,-34369900.0,7.73165e-08,7.61503e-08
8.63e-08,7.63743e-08,7.60927e-08,564718.0,-34374600.0,7.72601e-08,7.60927e-08
8.64e-08,7.63204e-08,7.60337e-08,563914.0,-34379100.0,7.72032e-08,7.60337e-08
8.65e-08,7.62661e-08,7.59769e-08,563748.0,-34382200.0,7.7148e-08,7.59769e-08
8.66e-08,7.6211e-08,7.59241e-08,565463.0,-34381600.0,7.70929e-08,7.59241e-08
8.67e-08,7.61552e-08,7.58703e-08,566514.0,-34379300.0,7.70377e-08,7.58703e-08
8.68e-08,7.60985e-08,7.58156e-08,566736.0,-34372700.0,7.69823e-08,7.58156e-08
8.69e-08,7.60407e-08,7.57597e-08,562867.0,-34387800.0,7.69266e-08,7.57597e-08
8.7e-08,7.59835e-08,7.57026e-08,549699.0,-34401400.0,7.68705e-08,7.57026e-08
8.71e-08,7.59299e-08,7.5644e-08,549250.0,-34407000.0,7.68139e-08,7.5644e-08
8.72e-08,7.58759e-08,7.55862e-08,548867.0,-34412600.0,7.67585e-08,7.55862e-08
8.73e-08,7.58212e-08,7.55337e-08,549442.0,-34416300.0,7.67037e-08,7.55337e-08
8.74e-08,7.57657e-08,7.54804e-08,558584.0,-34398000.0,7.66487e-08,7.54804e-08
8.75e-08,7.57094e-08,7.54261e-08,556668.0,-34396400.0,7.65936e-08,7.54261e-08
8.76e-08,7.56521e-08,7.53707e-08,553434.0,-34404200.0,7.65382e-08,7.53707e-08
8.77e-08,7.55941e-08,7.5314e-08,547940.0,-34409100.0,7.64825e-08,7.5314e-08
8.78e-08,7.55409e-08,7.5256e-08,547421.0,-34410300.0,7.64262e-08,7.5256e-08
8.79e-08,7.54871e-08,7.5197e-08,552156.0,-34410600.0,7.63706e-08,7.5197e-08
8.8e-08,7.54328e-08,7.51448e-08,554010.0,-34413300.0,7.6316e-08,7.51448e-08
8.81e-08,7.53777e-08,7.50919e-08,555704.0,-34407600.0,7.62613e-08,7.50919e-08
8.82e-08,7.53218e-08,7.5038e-08,555949.0,-34404900.0,7.62064e-08,7.5038e-08
8.83e-08,7.5265e-08,7.4983e-08,554286.0,-34409300.0,7.61513e-08,7.4983e-08
8.84e-08,7.52071e-08,7.49269e-08,551603.0,-34412400.0,7.60959e-08,7.49269e-08
8.85e-08,7.51532e-08,7.48694e-08,552108.0,-34409600.0,7.604e-08,7.48694e-08
8.86e-08,7.50998e-08,7.48105e-08,555277.0,-34404700.0,7.59842e-08,7.48105e-08
8.87e-08,7.50459e-08,7.47573e-08,559047.0,-34397500.0,7.59297e-08,7.47573e-08
8.88e-08,7.49912e-08,7.47048e-08,559742.0,-34401800.0,7.58753e-08,7.47048e-08
8.89e-08,7.49358e-08,7.46513e-08,547024.0,-34423300.0,7.58207e-08,7.46513e-08
8.9e-08,7.48794e-08,7.45969e-08,544500.0,-34425100.0,7.57659e-08,7.45969e-08
8.91e-08,7.4822e-08,7.45413e-08,541753.0,-34429200.0,7.57108e-08,7.45413e-08
8.92e-08,7.4767e-08,7.44844e-08,542291.0,-34424600.0,7.56553e-08,7.44844e-08
8.93e-08,7.4714e-08,7.44261e-08,546872.0,-34421800.0,7.55992e-08,7.44261e-08
8.94e-08,7.46604e-08,7.43711e-08,552357.0,-34420600.0,7.5545e-08,7.43711e-08
8.95e-08,7.46062e-08,7.4319e-08,555098.0,-34414800.0,7.54908e-08,7.4319e-08
8.96e-08,7.45511e-08,7.42661e-08,542259.0,-34437400.0,7.54365e-08,7.42661e-08
8.97e-08,7.44953e-08,7.42121e-08,540042.0,-34438000.0,7.5382e-08,7.42121e-08
8.98e-08,7.44384e-08,7.41571e-08,536434.0,-34442300.0,7.53272e-08,7.41571e-08
8.99e-08,7.43822e-08,7.41008e-08,533814.0,-34443700.0,7.5272e-08,7.41008e-08
9e-08,7.43295e-08,7.40431e-08,533328.0,-34448300.0,7.52163e-08,7.40431e-08
9.01e-08,7.42763e-08,7.39863e-08,537442.0,-34447400.0,7.51617e-08,7.39863e-08
9.02e-08,7.42225e-08,7.39346e-08,538854.0,-34448700.0,7.51077e-08,7.39346e-08
9.03e-08,7.41679e-08,7.38821e-08,537486.0,-34451000.0,7.50536e-08,7.38821e-08
9.04e-08,7.41125e-08,7.38287e-08,535558.0,-34451100.0,7.49994e-08,7.38287e-08
9.05e-08,7.40562e-08,7.37742e-08,532552.0,-34453300.0,7.49449e-08,7.37742e-08
9.06e-08,7.39987e-08,7.37186e-08,524446.0,-34463200.0,7.48901e-08,7.37186e-08
9.07e-08,7.39464e-08,7.36616e-08,520185.0,-34472100.0,7.48348e-08,7.36616e-08
9.08e-08,7.38935e-08,7.36032e-08,523388.0,-34476100.0,7.47798e-08,7.36032e-08
9.09e-08,7.38402e-08,7.35515e-08,523415.0,-34484700.0,7.4726e-08,7.35515e-08
9.1e-08,7.37861e-08,7.34995e-08,524526.0,-34482500.0,7.46722e-08,7.34995e-08
9.11e-08,7.37312e-08,7.34466e-08,535387.0,-34459900.0,7.46183e-08,7.34466e-08
9.12e-08,7.36754e-08,7.33927e-08,533925.0,-34461800.0,7.45641e-08,7.33927e-08
9.13e-08,7.36186e-08,7.33377e-08,528143.0,-34465100.0,7.45097e-08,7.33377e-08
9.14e-08,7.35646e-08,7.32814e-08,516548.0,-34479500.0,7.44548e-08,7.32814e-08
9.15e-08,7.35121e-08,7.32238e-08,518470.0,-34485700.0,7.43994e-08,7.32238e-08
9.16e-08,7.34592e-08,7.31697e-08,518392.0,-34494300.0,7.43458e-08,7.31697e-08
9.17e-08,7.34056e-08,7.31182e-08,520526.0,-34498900.0,7.42922e-08,7.31182e-08
9.18e-08,7.33512e-08,7.30658e-08,534226.0,-34469800.0,7.42386e-08,7.30658e-08
9.19e-08,7.3296e-08,7.30125e-08,533340.0,-34491600.0,7.41847e-08,7.30125e-08
9.2e-08,7.32398e-08,7.29582e-08,532583.0,-34468300.0,7.41306e-08,7.29582e-08
9.21e-08,7.31841e-08,7.29026e-08,525315.0,-34471900.0,7.40761e-08,7.29026e-08
9.22e-08,7.3132e-08,7.28457e-08,523802.0,-34478700.0,7.40211e-08,7.28457e-08
9.23e-08,7.30795e-08,7.27891e-08,522408.0,-34484200.0,7.3967e-08,7.27891e-08
9.24e-08,7.30264e-08,7.27381e-08,524137.0,-34482200.0,7.39136e-08,7.27381e-08
9.25e-08,7.29725e-08,7.26863e-08,525127.0,-34487600.0,7.38602e-08,7.26863e-08
9.26e-08,7.29179e-08,7.26336e-08,525251.0,-34486100.0,7.38067e-08,7.26336e-08
9.27e-08,7.28623e-08,7.25799e-08,523362.0,-34487700.0,7.37529e-08,7.25799e-08
9.28e-08,7.28057e-08,7.2525e-08,518187.0,-34488900.0,7.36988e-08,7.2525e-08
9.29e-08,7.27532e-08,7.24688e-08,514706.0,-34493100.0,7.36442e-08,7.24688e-08
9.3e-08,7.27011e-08,7.24113e-08,516507.0,-34497300.0,7.35895e-08,7.24113e-08
9.31e-08,7.26484e-08,7.23592e-08,517839.0,-34503100.0,7.35364e-08,7.23592e-08
9.32e-08,7.25951e-08,7.2308e-08,519500.0,-34506400.0,7.34832e-08,7.2308e-08
9.33e-08,7.2541e-08,7.22558e-08,520241.0,-34500400.0,7.34299e-08,7.22558e-08
9.34e-08,7.24861e-08,7.22028e-08,520017.0,-34496500.0,7.33765e-08,7.22028e-08
9.35e-08,7.24301e-08,7.21486e-08,515876.0,-34502100.0,7.33227e-08,7.21486e-08
9.36e-08,7.23757e-08,7.20933e-08,505139.0,-34507000.0,7.32686e-08,7.20933e-08
9.37e-08,7.2324e-08,7.20365e-08,509373.0,-34509200.0,7.32139e-08,7.20365e-08
9.38e-08,7.22718e-08,7.19815e-08,512441.0,-34509200.0,7.31605e-08,7.19815e-08
9.39e-08,7.22189e-08,7.19308e-08,512949.0,-34509300.0,7.31076e-08,7.19308e-08
9.4e-08,7.21654e-08,7.18793e-08,511580.0,-34517500.0,7.31785e-08,7.18793e-08
9.41e-08,7.21111e-08,7.18269e-08,509846.0,-34518400.0,7.30947e-08,7.18269e-08
9.42e-08,7.20558e-08,7.17734e-08,512946.0,-34514600.0,7.30107e-08,7.17734e-08
9.43e-08,7.19994e-08,7.17188e-08,510158.0,-34511300.0,7.29265e-08,7.17188e-08
9.44e-08,7.19481e-08,7.1663e-08,503549.0,-34515200.0,7.28419e-08,7.1663e-08
9.45e-08,7.18963e-08,7.16057e-08,514456.0,-34507100.0,7.2786e-08,7.16057e-08
9.46e-08,7.1844e-08,7.15548e-08,518205.0,-34502100.0,7.27332e-08,7.15548e-08
9.47e-08,7.1791e-08,7.15038e-08,522939.0,-34499800.0,7.26805e-08,7.15038e-08
9.48e-08,7.17373e-08,7.14521e-08,515262.0,-34520900.0,7.26276e-08,7.14521e-08
9.49e-08,7.16827e-08,7.13993e-08,509724.0,-34522400.0,7.25746e-08,7.13993e-08
9.5e-08,7.16271e-08,7.13455e-08,507014.0,-34526000.0,7.25212e-08,7.13455e-08
9.51e-08,7.15733e-08,7.12905e-08,508634.0,-34516600.0,7.24675e-08,7.12905e-08
9.52e-08,7.1522e-08,7.12342e-08,511136.0,-34515100.0,7.24133e-08,7.12342e-08
9.53e-08,7.14702e-08,7.11798e-08,511438.0,-34518900.0,7.23602e-08,7.11798e-08
9.54e-08,7.14178e-08,7.11295e-08,514101.0,-34518400.0,7.23077e-08,7.11295e-08
9.55e-08,7.13647e-08,7.10784e-08,508031.0,-34533600.0,7.22552e-08,7.10784e-08
9.56e-08,7.13107e-08,7.10263e-08,505326.0,-34538300.0,7.22024e-08,7.10263e-08
9.57e-08,7.12559e-08,7.09733e-08,503052.0,-34540800.0,7.21494e-08,7.09733e-08
9.58e-08,7.11998e-08,7.09191e-08,500275.0,-34538000.0,7.20961e-08,7.09191e-08
9.59e-08,7.11489e-08,7.08637e-08,503691.0,-34530600.0,7.20424e-08,7.08637e-08
9.6e-08,7.10976e-08,7.0807e-08,505731.0,-34529900.0,7.19886e-08,7.0807e-08
9.61e-08,7.10457e-08,7.07562e-08,507995.0,-34530600.0,7.19363e-08,7.07562e-08
9.62e-08,7.09932e-08,7.07057e-08,512994.0,-34527500.0,7.18839e-08,7.07057e-08
9.63e-08,7.09399e-08,7.06544e-08,505611.0,-34546200.0,7.18315e-08,7.06544e-08
9.64e-08,7.08857e-08,7.06021e-08,499735.0,-34552300.0,7.17789e-08,7.06021e-08
9.65e-08,7.08307e-08,7.05488e-08,494857.0,-34557000.0,7.1726e-08,7.05488e-08
9.66e-08,7.0777e-08,7.04943e-08,485524.0,-34563800.0,7.16727e-08,7.04943e-08
9.67e-08,7.07261e-08,7.04385e-08,481046.0,-34573800.0,7.16189e-08,7.04385e-08
9.68e-08,7.06747e-08,7.0384e-08,484520.0,-34576300.0,7.15661e-08,7.0384e-08
9.69e-08,7.06227e-08,7.03341e-08,484784.0,-34585500.0,7.1514e-08,7.03341e-08
9.7e-08,7.05701e-08,7.02834e-08,488149.0,-34579400.0,7.14618e-08,7.02834e-08
9.71e-08,7.05167e-08,7.02319e-08,495719.0,-34563900.0,7.14095e-08,7.02319e-08
9.72e-08,7.04624e-08,7.01794e-08,493745.0,-34566100.0,7.1357e-08,7.01794e-08
9.73e-08,7.04071e-08,7.01258e-08,491084.0,-34564300.0,7.13042e-08,7.01258e-08
9.74e-08,7.03557e-08,7.0071e-08,487214.0,-34564400.0,7.12509e-08,7.0071e-08
9.75e-08,7.03048e-08,7.00148e-08,493247.0,-34557900.0,7.11972e-08,7.00148e-08
9.76e-08,7.02534e-08,6.99635e-08,498399.0,-34552300.0,7.11453e-08,6.99635e-08
9.77e-08,7.02014e-08,6.99135e-08,503197.0,-34546900.0,7.10934e-08,6.99135e-08
9.78e-08,7.01486e-08,6.98627e-08,495908.0,-34571100.0,7.10414e-08,6.98627e-08
9.79e-08,7.00951e-08,6.98109e-08,487038.0,-34623200.0,7.09892e-08,6.98109e-08
9.8e-08,7.00406e-08,6.97582e-08,487321.0,-34579800.0,7.09368e-08,6.97582e-08
9.81e-08,6.99864e-08,6.97043e-08,480639.0,-34582300.0,7.0884e-08,6.97043e-08
9.82e-08,6.9936e-08,6.96492e-08,485453.0,-34578800.0,7.08308e-08,6.96492e-08
9.83e-08,6.98851e-08,6.95938e-08,483992.0,-34582600.0,7.07779e-08,6.95938e-08
9.84e-08,6.98337e-08,6.95444e-08,484713.0,-34585300.0,7.07262e-08,6.95444e-08
9.85e-08,6.97816e-08,6.94943e-08,485990.0,-34587700.0,7.06745e-08,6.94943e-08
9.86e-08,6.97288e-08,6.94434e-08,486307.0,-34588600.0,7.06226e-08,6.94434e-08
9.87e-08,6.96751e-08,6.93915e-08,484823.0,-34590400.0,7.05706e-08,6.93915e-08
9.88e-08,6.96204e-08,6.93386e-08,478721.0,-34596700.0,7.05182e-08,6.93386e-08
9.89e-08,6.95682e-08,6.92845e-08,471099.0,-34603800.0,7.04655e-08,6.92845e-08
9.9e-08,6.95179e-08,6.92291e-08,468300.0,-34612000.0,7.04122e-08,6.92291e-08
9.91e-08,6.9467e-08,6.91763e-08,469507.0,-34614300.0,7.03603e-08,6.91763e-08
9.92e-08,6.94155e-08,6.91269e-08,468251.0,-34623700.0,7.03088e-08,6.91269e-08
9.93e-08,6.93634e-08,6.90767e-08,473714.0,-34612700.0,7.02572e-08,6.90767e-08
9.94e-08,6.93105e-08,6.90257e-08,481298.0,-34600900.0,7.02055e-08,6.90257e-08
9.95e-08,6.92567e-08,6.89736e-08,478997.0,-34603800.0,7.01535e-08,6.89736e-08
9.96e-08,6.92018e-08,6.89205e-08,473636.0,-34606200.0,7.01013e-08,6.89205e-08
9.97e-08,6.91516e-08,6.88662e-08,470093.0,-34611000.0,7.00486e-08,6.88662e-08
9.98e-08,6.91013e-08,6.88106e-08,472591.0,-34610800.0,6.99956e-08,6.88106e-08
9.99e-08,6.90504e-08,6.87603e-08,476446.0,-34608100.0,6.99443e-08,6.87603e-08
1e-07,6.8999e-08,6.87109e-08,479341.0,-34611300.0,6.98929e-08,6.87109e-08
1.001e-07,6.89468e-08,6.86606e-08,482002.0,-34606800.0,6.98415e-08,6.86606e-08
1.002e-07,6.88938e-08,6.86094e-08,476130.0,-34613500.0,6.97899e-08,6.86094e-08
1.003e-07,6.88399e-08,6.85573e-08,472965.0,-34617000.0,6.97381e-08,6.85573e-08
1.004e-07,6.87864e-08,6.8504e-08,465768.0,-34625700.0,6.96859e-08,6.8504e-08
1.005e-07,6.87365e-08,6.84495e-08,465925.0,-34624100.0,6.96333e-08,6.84495e-08
1.006e-07,6.86862e-08,6.83946e-08,469202.0,-34622600.0,6.9581e-08,6.83946e-08
1.007e-07,6.86354e-08,6.83458e-08,472793.0,-34620000.0,6.95299e-08,6.83458e-08
1.008e-07,6.85839e-08,6.82963e-08,475861.0,-34618500.0,6.94787e-08,6.82963e-08
1.009e-07,6.85317e-08,6.8246e-08,472205.0,-34624600.0,6.94275e-08,6.8246e-08
1.01e-07,6.84787e-08,6.81948e-08,468623.0,-34657700.0,6.9376e-08,6.81948e-08
1.011e-07,6.84248e-08,6.81425e-08,468457.0,-34627100.0,6.93243e-08,6.81425e-08
1.012e-07,6.83728e-08,6.80891e-08,465715.0,-34625000.0,6.92722e-08,6.80891e-08
1.013e-07,6.8323e-08,6.80345e-08,475853.0,-34615400.0,6.92197e-08,6.80345e-08
1.014e-07,6.82728e-08,6.79816e-08,474413.0,-34618100.0,6.9168e-08,6.79816e-08
1.015e-07,6.8222e-08,6.79328e-08,478190.0,-34613500.0,6.91171e-08,6.79328e-08
1.016e-07,6.81705e-08,6.78833e-08,480690.0,-34611400.0,6.90661e-08,6.78833e-08
1.017e-07,6.81183e-08,6.78329e-08,467424.0,-34636500.0,6.9015e-08,6.78329e-08
1.018e-07,6.80653e-08,6.77816e-08,465480.0,-34639300.0,6.89637e-08,6.77816e-08
1.019e-07,6.80113e-08,6.77293e-08,458230.0,-34647100.0,6.89121e-08,6.77293e-08
1.02e-07,6.79607e-08,6.76758e-08,452520.0,-34654700.0,6.88601e-08,6.76758e-08
1.021e-07,6.7911e-08,6.76211e-08,455140.0,-34657200.0,6.88076e-08,6.76211e-08
1.022e-07,6.78608e-08,6.757e-08,452291.0,-34664800.0,6.87566e-08,6.757e-08
1.023e-07,6.78101e-08,6.75213e-08,452754.0,-34669300.0,6.87059e-08,6.75213e-08
1.024e-07,6.77586e-08,6.74718e-08,461721.0,-34654400.0,6.86551e-08,6.74718e-08
1.025e-07,6.77064e-08,6.74214e-08,462582.0,-34648400.0,6.86041e-08,6.74214e-08
1.026e-07,6.76534e-08,6.73701e-08,460421.0,-34651100.0,6.8553e-08,6.73701e-08
1.027e-07,6.75993e-08,6.73177e-08,457192.0,-34650500.0,6.85015e-08,6.73177e-08
1.028e-07,6.75501e-08,6.72642e-08,458340.0,-34648800.0,6.84496e-08,6.72642e-08
1.029e-07,6.75005e-08,6.72093e-08,461919.0,-34646400.0,6.83973e-08,6.72093e-08
1.03e-07,6.74504e-08,6.716e-08,464844.0,-34643900.0,6.83468e-08,6.716e-08
1.031e-07,6.73997e-08,6.71112e-08,466752.0,-34644200.0,6.82962e-08,6.71112e-08
1.032e-07,6.73483e-08,6.70617e-08,457910.0,-34664800.0,6.82456e-08,6.70617e-08
1.033e-07,6.72962e-08,6.70114e-08,457702.0,-34660100.0,6.81948e-08,6.70114e-08
1.034e-07,6.72431e-08,6.69601e-08,453676.0,-34666100.0,6.81438e-08,6.69601e-08
1.035e-07,6.71901e-08,6.69077e-08,444862.0,-34674100.0,6.80924e-08,6.69077e-08
1.036e-07,6.7141e-08,6.68541e-08,439873.0,-34685200.0,6.80406e-08,6.68541e-08
1.037e-07,6.70915e-08,6.67993e-08,441119.0,-34689400.0,6.79888e-08,6.67993e-08
1.038e-07,6.70415e-08,6.67514e-08,440989.0,-34693600.0,6.79385e-08,6.67514e-08
1.039e-07,6.69909e-08,6.67027e-08,440111.0,-34696200.0,6.78881e-08,6.67027e-08
1.04e-07,6.69396e-08,6.66532e-08,453925.0,-34670300.0,6.78377e-08,6.66532e-08
1.041e-07,6.68875e-08,6.66029e-08,452834.0,-34672600.0,6.7787e-08,6.66029e-08
1.042e-07,6.68345e-08,6.65516e-08,450721.0,-34672900.0,6.77362e-08,6.65516e-08
1.043e-07,6.67824e-08,6.64992e-08,446789.0,-34673600.0,6.76849e-08,6.64992e-08
1.044e-07,6.67334e-08,6.64456e-08,446457.0,-34677000.0,6.76333e-08,6.64456e-08
1.045e-07,6.66841e-08,6.63921e-08,453779.0,-34670300.0,6.75819e-08,6.63921e-08
1.046e-07,6.66342e-08,6.63442e-08,456550.0,-34668000.0,6.75318e-08,6.63442e-08
1.047e-07,6.65836e-08,6.62956e-08,458406.0,-34661600.0,6.74816e-08,6.62956e-08
1.048e-07,6.65324e-08,6.62462e-08,449650.0,-34675800.0,6.74313e-08,6.62462e-08
1.049e-07,6.64804e-08,6.61959e-08,448051.0,-34685100.0,6.73808e-08,6.61959e-08
1.05e-07,6.64275e-08,6.61447e-08,444083.0,-34689200.0,6.73301e-08,6.61447e-08
1.051e-07,6.63761e-08,6.60924e-08,438891.0,-34692500.0,6.7279e-08,6.60924e-08
1.052e-07,6.63273e-08,6.60388e-08,437391.0,-34698700.0,6.72275e-08,6.60388e-08
1.053e-07,6.62781e-08,6.59863e-08,439897.0,-34699600.0,6.71765e-08,6.59863e-08
1.054e-07,6.62283e-08,6.59385e-08,440483.0,-34701400.0,6.71265e-08,6.59385e-08
1.055e-07,6.61779e-08,6.589e-08,440020.0,-34703000.0,6.70765e-08,6.589e-08
1.056e-07,6.61268e-08,6.58407e-08,444909.0,-34699900.0,6.70264e-08,6.58407e-08
1.057e-07,6.60749e-08,6.57905e-08,440511.0,-34739600.0,6.69761e-08,6.57905e-08
1.058e-07,6.60221e-08,6.57393e-08,437567.0,-34698800.0,6.69255e-08,6.57393e-08
1.059e-07,6.59714e-08,6.56871e-08,430461.0,-34712700.0,6.68746e-08,6.56871e-08
1.06e-07,6.59227e-08,6.56336e-08,423192.0,-34727300.0,6.68232e-08,6.56336e-08
1.061e-07,6.58736e-08,6.55819e-08,427934.0,-34728600.0,6.67726e-08,6.55819e-08
1.062e-07,6.58239e-08,6.55342e-08,427359.0,-34734500.0,6.67228e-08,6.55342e-08
1.063e-07,6.57737e-08,6.54858e-08,427078.0,-34733700.0,6.6673e-08,6.54858e-08
1.064e-07,6.57227e-08,6.54367e-08,440694.0,-34706300.0,6.6623e-08,6.54367e-08
1.065e-07,6.56709e-08,6.53866e-08,438683.0,-34712700.0,6.65729e-08,6.53866e-08
1.066e-07,6.56182e-08,6.53355e-08,432016.0,-34717700.0,6.65225e-08,6.53355e-08
1.067e-07,6.55681e-08,6.52834e-08,426063.0,-34725400.0,6.64717e-08,6.52834e-08
1.068e-07,6.55196e-08,6.523e-08,432240.0,-34723600.0,6.64205e-08,6.523e-08
1.069e-07,6.54706e-08,6.51789e-08,428267.0,-34734000.0,6.63701e-08,6.51789e-08
1.07e-07,6.54211e-08,6.51314e-08,429887.0,-34736300.0,6.63206e-08,6.51314e-08
1.071e-07,6.5371e-08,6.50831e-08,428473.0,-34736100.0,6.62709e-08,6.50831e-08
1.072e-07,6.53201e-08,6.50341e-08,436276.0,-34712900.0,6.62212e-08,6.50341e-08
1.073e-07,6.52685e-08,6.49842e-08,433786.0,-34721900.0,6.61712e-08,6.49842e-08
1.074e-07,6.5216e-08,6.49332e-08,427687.0,-34721900.0,6.6121e-08,6.49332e-08
1.075e-07,6.51662e-08,6.48812e-08,421733.0,-34737800.0,6.60704e-08,6.48812e-08
1.076e-07,6.51179e-08,6.4828e-08,421934.0,-34742700.0,6.60193e-08,6.4828e-08
1.077e-07,6.50691e-08,6.47774e-08,419226.0,-34751000.0,6.59692e-08,6.47774e-08
1.078e-07,6.50197e-08,6.473e-08,418615.0,-34755900.0,6.59198e-08,6.473e-08
1.079e-07,6.49697e-08,6.46819e-08,422713.0,-34753100.0,6.58703e-08,6.46819e-08
1.08e-07,6.49191e-08,6.4633e-08,431653.0,-34731700.0,6.58208e-08,6.4633e-08
